posicion,n,frac_acumulada
9199,1,0.8188943894389439
9202,1,0.8193069306930693
9203,1,0.8197194719471947
9204,1,0.8201320132013201
9205,1,0.8205445544554455
9206,1,0.820957095709571
9207,2,0.8217821782178217
9209,1,0.8221947194719472
9210,1,0.8226072607260726
9212,1,0.823019801980198
9219,2,0.8238448844884488
9222,1,0.8242574257425742
9223,1,0.8246699669966997
9224,1,0.8250825082508251
9225,1,0.8254950495049505
9227,2,0.8263201320132013
9229,1,0.8267326732673267
9231,2,0.8275577557755776
9232,1,0.8279702970297029
9233,1,0.8283828382838284
9237,1,0.8287953795379538
9241,1,0.8292079207920792
9243,1,0.8296204620462047
9251,1,0.83003300330033
9255,2,0.8308580858085809
9256,1,0.8312706270627063
9262,1,0.8316831683168316
9266,1,0.8320957095709571
9268,1,0.8325082508250825
9270,1,0.8329207920792079
9274,1,0.8333333333333334
9278,1,0.8337458745874587
9281,1,0.8341584158415841
9292,1,0.8345709570957096
9296,1,0.834983498349835
9297,1,0.8353960396039604
9311,1,0.8358085808580858
9313,1,0.8362211221122112
9365,1,0.8366336633663366
9380,1,0.8370462046204621
9386,1,0.8374587458745875
9390,1,0.8378712871287128
9392,1,0.8382838283828383
9404,1,0.8386963696369637
9422,2,0.8395214521452146
9426,1,0.8399339933993399
9506,1,0.8403465346534653
9508,1,0.8407590759075908
9511,1,0.8411716171617162
9578,1,0.8415841584158416
9594,1,0.841996699669967
9621,4,0.8436468646864687
9622,3,0.8448844884488449
9624,2,0.8457095709570958
9625,1,0.8461221122112211
9628,1,0.8465346534653465
9631,2,0.8473597359735974
9632,1,0.8477722772277227
9633,1,0.8481848184818482
9637,1,0.8485973597359736
9638,2,0.8494224422442245
9640,1,0.8498349834983498
9644,2,0.8506600660066007
9647,1,0.8510726072607261
9648,1,0.8514851485148515
9649,2,0.8523102310231023
9651,1,0.8527227722772277
9666,1,0.8531353135313532
9668,1,0.8535478547854786
9669,1,0.8539603960396039
9676,1,0.8543729372937293
9683,1,0.8547854785478548
9687,1,0.8551980198019802
9688,1,0.8556105610561056
9707,2,0.8564356435643564
9711,1,0.8568481848184818
9712,1,0.8572607260726073
9713,1,0.8576732673267327
9716,1,0.858085808580858
9721,1,0.8584983498349835
9722,2,0.8593234323432343
9723,1,0.8597359735973598
9726,1,0.8601485148514851
9751,1,0.8605610561056105
9754,1,0.860973597359736
9766,1,0.8613861386138614
9770,1,0.8617986798679867
9776,1,0.8622112211221122
9784,1,0.8626237623762376
9815,2,0.8634488448844885
9847,1,0.8638613861386139
9878,5,0.865924092409241
9879,3,0.8671617161716172
9880,1,0.8675742574257426
9889,2,0.8683993399339934
9890,3,0.8696369636963697
9895,2,0.8704620462046204
9896,2,0.8712871287128713
9897,1,0.8716996699669967
9898,2,0.8725247524752475
9902,2,0.8733498349834984
9911,1,0.8737623762376238
9915,1,0.8741749174917491
9916,1,0.8745874587458746
9917,2,0.8754125412541254
9919,1,0.8758250825082509
9923,1,0.8762376237623762
9932,1,0.8766501650165016
9935,1,0.8770627062706271
9938,2,0.8778877887788779
9940,1,0.8783003300330033
9941,1,0.8787128712871287
9942,1,0.8791254125412541
9948,1,0.8795379537953796
9951,2,0.8803630363036303
9953,1,0.8807755775577558
9955,2,0.8816006600660066
9956,2,0.8824257425742574
9957,1,0.8828382838283828
9959,1,0.8832508250825083
9969,1,0.8836633663366337
9980,1,0.884075907590759
9984,1,0.8844884488448845
9986,1,0.8849009900990099
9991,1,0.8853135313531353
10008,1,0.8857260726072608
10010,1,0.8861386138613861
10011,1,0.8865511551155115
10012,1,0.886963696369637
10015,2,0.8877887788778878
10031,1,0.8882013201320133
10038,1,0.8886138613861386
10039,1,0.889026402640264
10040,1,0.8894389438943895
10042,1,0.8898514851485149
10051,1,0.8902640264026402
10053,1,0.8906765676567657
10057,2,0.8915016501650165
10066,1,0.891914191419142
10068,1,0.8923267326732673
10073,1,0.8927392739273927
10083,2,0.8935643564356436
10102,1,0.893976897689769
10113,1,0.8943894389438944
10114,1,0.8948019801980198
10122,1,0.8952145214521452
10142,1,0.8956270627062707
10289,1,0.8960396039603961
10335,1,0.8964521452145214
10443,1,0.8968646864686468
10760,1,0.8972772277227723
10857,5,0.8993399339933993
10858,4,0.900990099009901
10859,3,0.9022277227722773
10860,2,0.903052805280528
10861,1,0.9034653465346535
10862,1,0.9038778877887789
10863,2,0.9047029702970297
10865,1,0.9051155115511551
10866,2,0.905940594059406
10867,3,0.9071782178217822
10868,1,0.9075907590759076
10869,1,0.908003300330033
10871,2,0.9088283828382838
10872,1,0.9092409240924092
10873,1,0.9096534653465347
10874,1,0.9100660066006601
10876,2,0.9108910891089109
10878,2,0.9117161716171617
10879,1,0.9121287128712872
10880,1,0.9125412541254125
10886,1,0.9129537953795379
10894,2,0.9137788778877888
10904,1,0.9141914191419142
10906,1,0.9146039603960396
10908,1,0.915016501650165
10920,1,0.9154290429042904
10921,2,0.9162541254125413
10926,1,0.9166666666666666
10943,1,0.9170792079207921
10945,3,0.9183168316831684
10948,1,0.9187293729372937
10950,1,0.9191419141914191
10955,1,0.9195544554455446
10956,1,0.91996699669967
10973,1,0.9203795379537953
10980,1,0.9207920792079208
10982,1,0.9212046204620462
10995,1,0.9216171617161716
11009,1,0.9220297029702971
11014,1,0.9224422442244224
11016,1,0.9228547854785478
11020,1,0.9232673267326733
11022,2,0.9240924092409241
11025,1,0.9245049504950495
11030,1,0.9249174917491749
11031,1,0.9253300330033003
11032,2,0.9261551155115512
11034,1,0.9265676567656765
11035,3,0.9278052805280528
11036,1,0.9282178217821783
11039,1,0.9286303630363036
11043,1,0.929042904290429
11044,1,0.9294554455445545
11045,1,0.9298679867986799
11050,1,0.9302805280528053
11053,1,0.9306930693069307
11073,1,0.9311056105610561
11077,1,0.9315181518151815
11083,1,0.931930693069307
11086,1,0.9323432343234324
11089,1,0.9327557755775577
11092,1,0.9331683168316832
11097,1,0.9335808580858086
11100,1,0.933993399339934
11101,1,0.9344059405940595
11102,1,0.9348184818481848
11104,1,0.9352310231023102
11106,1,0.9356435643564357
11112,1,0.9360561056105611
11116,1,0.9364686468646864
11117,1,0.9368811881188119
11119,1,0.9372937293729373
11123,1,0.9377062706270627
11124,1,0.9381188118811881
11153,1,0.9385313531353136
11180,1,0.9389438943894389
11183,1,0.9393564356435643
11184,1,0.9397689768976898
11186,1,0.9401815181518152
11201,1,0.9405940594059405
11236,1,0.941006600660066
11249,1,0.9414191419141914
11252,1,0.9418316831683168
11376,1,0.9422442244224423
11380,1,0.9426567656765676
11408,1,0.943069306930693
11414,1,0.9434818481848185
11421,1,0.9438943894389439
11423,1,0.9443069306930693
11473,1,0.9447194719471947
11602,1,0.9451320132013201
11646,1,0.9455445544554455
11663,1,0.945957095709571
11722,1,0.9463696369636964
11839,1,0.9467821782178217
12208,1,0.9471947194719472
13715,5,0.9492574257425742
13716,2,0.9500825082508251
13717,2,0.9509075907590759
13719,2,0.9517326732673267
13721,1,0.9521452145214522
13722,1,0.9525577557755776
13724,2,0.9533828382838284
13726,1,0.9537953795379538
13727,1,0.9542079207920792
13728,1,0.9546204620462047
13729,2,0.9554455445544554
13732,3,0.9566831683168316
13733,3,0.9579207920792079
13736,1,0.9583333333333334
13738,2,0.9591584158415841
13740,1,0.9595709570957096
13744,1,0.959983498349835
