drug,cluster_id
528331,719748
620788,719748
151948,719748
762654,719748
149541,719748
165555,719748
352455,719748
339129,719748
65153,719748
453863,719748
411408,719748
724500,45966
496459,45966
612893,45966
281536,45966
204138,45966
590828,45966
720457,45966
614245,45966
418710,45966
478801,45966
722825,45966
252148,45966
787335,45966
590263,45966
127811,45966
384204,45966
271302,113627
6040,113627
529769,113627
272804,113627
550212,113627
798855,113627
513569,113627
805377,113627
76261,113627
113884,113627
284122,113627
522475,113627
452244,113627
710305,113627
694662,113627
303360,113627
76583,118532
22121,118532
681547,118532
5826,118532
548241,118532
515535,118532
272501,118532
802418,118532
8840,118532
605062,118532
168330,118532
664898,118532
156148,118532
764824,118532
745620,118532
91717,118532
263053,767939
223839,767939
720531,767939
93693,767939
378259,767939
314717,767939
72757,767939
170628,767939
507078,767939
244017,767939
227188,767939
450916,767939
326305,767939
274080,767939
619168,767939
268322,312916
205437,312916
508664,312916
577781,312916
629948,312916
201278,312916
813119,312916
586876,312916
643292,312916
521035,312916
214597,312916
25341,312916
635952,312916
223730,312916
794026,312916
760777,419548
161741,419548
663676,419548
602962,419548
371722,419548
285054,419548
819417,419548
574885,419548
742416,419548
114409,419548
695799,419548
487558,419548
789869,419548
740313,419548
162136,419548
498621,670398
453716,670398
477231,670398
270664,670398
243457,670398
364934,670398
82778,670398
505628,670398
93217,670398
28494,670398
414230,670398
715157,670398
817511,670398
412584,670398
488980,670398
657411,315057
121162,315057
236244,315057
590164,315057
222855,315057
307495,315057
40295,315057
239122,315057
123975,315057
161971,315057
283754,315057
590098,315057
757221,315057
306560,315057
799809,315057
798199,672296
640723,672296
750515,672296
58694,672296
620898,672296
213942,672296
72840,672296
270466,672296
421494,672296
553694,672296
39588,672296
539934,672296
217532,672296
503788,672296
560073,672296
219340,542134
65613,542134
67621,542134
445541,542134
124865,542134
610586,542134
216946,542134
735060,542134
186064,542134
90094,542134
542661,542134
135068,542134
373168,542134
264339,542134
386180,542134
4087,74323
111405,74323
404760,74323
182214,74323
663974,74323
613234,74323
646820,74323
176633,74323
269784,74323
795714,74323
26741,74323
781942,74323
209238,74323
94577,74323
494259,74323
768573,399265
169411,399265
196544,399265
658353,399265
56504,399265
297646,399265
162974,399265
55700,399265
322653,399265
103326,399265
455126,399265
78240,399265
161059,399265
411417,399265
539614,399265
711016,429474
587145,429474
491570,429474
498314,429474
724690,429474
76639,429474
734120,429474
473240,429474
359808,429474
6278,429474
825406,429474
223646,429474
207566,429474
769659,429474
662450,429474
333160,97372
535383,97372
399768,97372
820015,97372
38444,97372
587632,97372
782592,97372
781806,97372
78999,97372
559135,97372
210153,97372
358853,97372
202508,97372
276372,97372
740044,97372
223075,412750
699064,412750
278026,412750
228700,412750
288979,412750
373790,412750
215235,412750
586376,412750
