ann,db,grado,tramo
IP3702,ip,107,101-1000
IP12824,ip,107,101-1000
OG51879,omcl,107,101-1000
OG63179,omcl,107,101-1000
OG18402,omcl,107,101-1000
OG36584,omcl,107,101-1000
IP16634,ip,107,101-1000
IP15671,ip,107,101-1000
OG33338,omcl,107,101-1000
OG22006,omcl,107,101-1000
IP29482,ip,107,101-1000
IP28382,ip,107,101-1000
IP34651,ip,107,101-1000
IP28177,ip,106,101-1000
IP16959,ip,106,101-1000
OG15593,omcl,106,101-1000
IP17947,ip,106,101-1000
IP16678,ip,106,101-1000
IP29347,ip,106,101-1000
OG50550,omcl,106,101-1000
IP32382,ip,106,101-1000
IP12198,ip,106,101-1000
IP20951,ip,105,101-1000
IP30011,ip,105,101-1000
OG72421,omcl,105,101-1000
IP16981,ip,105,101-1000
IP2894,ip,105,101-1000
IP31824,ip,105,101-1000
IP4009,ip,105,101-1000
OG8653,omcl,105,101-1000
IP10748,ip,105,101-1000
OG57845,omcl,105,101-1000
IP36587,ip,105,101-1000
IP24455,ip,105,101-1000
IP22692,ip,105,101-1000
IP3644,ip,105,101-1000
IP187,ip,104,101-1000
OG3985,omcl,104,101-1000
OG56922,omcl,104,101-1000
OG15418,omcl,104,101-1000
OG30543,omcl,104,101-1000
OG13122,omcl,104,101-1000
IP27670,ip,104,101-1000
IP23357,ip,104,101-1000
IP18804,ip,104,101-1000
IP28223,ip,104,101-1000
IP1567,ip,104,101-1000
OG60053,omcl,104,101-1000
IP11319,ip,103,101-1000
OG30909,omcl,103,101-1000
IP15306,ip,103,101-1000
IP156,ip,103,101-1000
IP12681,ip,103,101-1000
OG41175,omcl,103,101-1000
IP7686,ip,103,101-1000
IP11582,ip,103,101-1000
IP27795,ip,103,101-1000
IP13484,ip,103,101-1000
OG3916,omcl,103,101-1000
IP22812,ip,103,101-1000
IP31054,ip,103,101-1000
OG24123,omcl,103,101-1000
IP607,ip,103,101-1000
IP7218,ip,103,101-1000
OG72785,omcl,103,101-1000
OG71121,omcl,103,101-1000
IP13277,ip,102,101-1000
IP21293,ip,102,101-1000
IP9362,ip,102,101-1000
IP30605,ip,102,101-1000
OG53953,omcl,102,101-1000
IP21986,ip,102,101-1000
OG6251,omcl,102,101-1000
OG3746,omcl,102,101-1000
IP27296,ip,102,101-1000
IP16736,ip,102,101-1000
IP31363,ip,102,101-1000
IP24582,ip,102,101-1000
IP29325,ip,102,101-1000
OG28353,omcl,101,101-1000
OG51751,omcl,101,101-1000
IP5522,ip,101,101-1000
IP5851,ip,101,101-1000
IP13744,ip,101,101-1000
IP32031,ip,101,101-1000
IP25540,ip,101,101-1000
OG8036,omcl,101,101-1000
IP353,ip,101,101-1000
OG56690,omcl,101,101-1000
OG70212,omcl,101,101-1000
OG47267,omcl,101,101-1000
OG6318,omcl,101,101-1000
OG6799,omcl,101,101-1000
OG8298,omcl,101,101-1000
IP27137,ip,101,101-1000
IP1003,ip,101,101-1000
OG48646,omcl,101,101-1000
OG28467,omcl,101,101-1000
IP1714,ip,101,101-1000
IP29844,ip,101,101-1000
OG7412,omcl,101,101-1000
OG52713,omcl,101,101-1000
OG18003,omcl,101,101-1000
OG72177,omcl,101,101-1000
IP7556,ip,101,101-1000
OG66075,omcl,101,101-1000
IP36628,ip,101,101-1000
OG18727,omcl,100,21-100
IP26408,ip,100,21-100
IP3493,ip,100,21-100
OG49802,omcl,100,21-100
OG61986,omcl,100,21-100
OG75722,omcl,100,21-100
OG25570,omcl,100,21-100
IP11268,ip,100,21-100
IP8551,ip,100,21-100
IP11164,ip,100,21-100
OG39550,omcl,100,21-100
IP18153,ip,100,21-100
IP3213,ip,100,21-100
IP17706,ip,100,21-100
IP6085,ip,99,21-100
IP14466,ip,99,21-100
OG72466,omcl,99,21-100
OG4163,omcl,99,21-100
OG67801,omcl,99,21-100
OG70591,omcl,99,21-100
IP13501,ip,99,21-100
IP33020,ip,99,21-100
IP5172,ip,99,21-100
IP28866,ip,99,21-100
IP23502,ip,98,21-100
IP10412,ip,98,21-100
OG18842,omcl,98,21-100
OG11627,omcl,98,21-100
IP22382,ip,98,21-100
OG66524,omcl,98,21-100
IP33267,ip,98,21-100
IP1005,ip,98,21-100
OG4255,omcl,98,21-100
IP30619,ip,97,21-100
IP9338,ip,97,21-100
IP18906,ip,97,21-100
IP36757,ip,97,21-100
OG44883,omcl,97,21-100
IP9708,ip,97,21-100
IP22774,ip,97,21-100
OG72058,omcl,97,21-100
IP6013,ip,97,21-100
IP33500,ip,97,21-100
IP9017,ip,97,21-100
OG40416,omcl,96,21-100
IP9609,ip,96,21-100
IP15666,ip,96,21-100
IP9758,ip,96,21-100
IP36903,ip,96,21-100
OG22174,omcl,96,21-100
OG37036,omcl,96,21-100
OG1704,omcl,96,21-100
IP20882,ip,96,21-100
IP30351,ip,96,21-100
OG75943,omcl,96,21-100
IP22390,ip,96,21-100
IP14750,ip,96,21-100
IP9009,ip,96,21-100
OG4632,omcl,96,21-100
IP6987,ip,96,21-100
OG48580,omcl,95,21-100
IP23010,ip,95,21-100
OG16099,omcl,95,21-100
IP18751,ip,95,21-100
IP7952,ip,95,21-100
OG45972,omcl,95,21-100
IP33990,ip,95,21-100
IP19211,ip,95,21-100
OG55360,omcl,95,21-100
IP10000,ip,95,21-100
IP10370,ip,95,21-100
IP7319,ip,95,21-100
OG33370,omcl,95,21-100
IP13339,ip,94,21-100
IP31196,ip,94,21-100
OG8872,omcl,94,21-100
IP566,ip,94,21-100
IP9442,ip,94,21-100
IP36593,ip,94,21-100
OG17206,omcl,94,21-100
IP6645,ip,94,21-100
IP25205,ip,94,21-100
IP8855,ip,94,21-100
OG57769,omcl,94,21-100
IP14914,ip,94,21-100
IP31732,ip,94,21-100
IP17463,ip,93,21-100
OG31365,omcl,93,21-100
IP22704,ip,93,21-100
IP29031,ip,93,21-100
IP12500,ip,93,21-100
OG20990,omcl,93,21-100
IP8606,ip,93,21-100
OG45760,omcl,93,21-100
IP4084,ip,93,21-100
IP20831,ip,93,21-100
IP20836,ip,93,21-100
IP6276,ip,93,21-100
IP855,ip,92,21-100
OG35649,omcl,92,21-100
OG7605,omcl,92,21-100
OG49886,omcl,92,21-100
OG65232,omcl,92,21-100
OG28487,omcl,92,21-100
OG34895,omcl,92,21-100
IP4413,ip,92,21-100
IP31482,ip,92,21-100
OG3215,omcl,92,21-100
OG36781,omcl,92,21-100
IP24309,ip,92,21-100
OG70931,omcl,92,21-100
IP15661,ip,92,21-100
IP10891,ip,92,21-100
IP17367,ip,92,21-100
IP27446,ip,91,21-100
IP7860,ip,91,21-100
OG62793,omcl,91,21-100
OG15575,omcl,91,21-100
OG67222,omcl,91,21-100
IP36573,ip,91,21-100
IP31610,ip,91,21-100
IP17888,ip,91,21-100
IP10822,ip,91,21-100
IP32769,ip,91,21-100
IP3475,ip,90,21-100
IP10995,ip,90,21-100
IP2506,ip,90,21-100
IP7335,ip,90,21-100
OG39981,omcl,90,21-100
IP22643,ip,90,21-100
OG8708,omcl,90,21-100
IP15716,ip,90,21-100
IP34516,ip,90,21-100
IP8567,ip,90,21-100
OG50038,omcl,90,21-100
OG27282,omcl,90,21-100
IP18512,ip,90,21-100
IP25987,ip,90,21-100
IP30924,ip,90,21-100
OG43309,omcl,90,21-100
IP33831,ip,90,21-100
IP29624,ip,90,21-100
IP7716,ip,89,21-100
OG22056,omcl,89,21-100
OG7537,omcl,89,21-100
IP32184,ip,89,21-100
IP33495,ip,89,21-100
IP15422,ip,89,21-100
OG42578,omcl,89,21-100
OG14554,omcl,89,21-100
OG65337,omcl,89,21-100
IP27049,ip,89,21-100
IP27207,ip,89,21-100
IP30368,ip,89,21-100
IP4151,ip,89,21-100
IP13031,ip,89,21-100
OG54109,omcl,88,21-100
IP28268,ip,88,21-100
IP11851,ip,88,21-100
OG16974,omcl,88,21-100
OG66452,omcl,88,21-100
IP2507,ip,88,21-100
OG30942,omcl,88,21-100
OG71536,omcl,88,21-100
IP5294,ip,88,21-100
IP6214,ip,88,21-100
IP4273,ip,88,21-100
IP27921,ip,88,21-100
IP17757,ip,88,21-100
OG39472,omcl,88,21-100
IP26082,ip,88,21-100
IP21472,ip,88,21-100
IP23211,ip,88,21-100
IP27603,ip,87,21-100
OG42607,omcl,87,21-100
IP13997,ip,87,21-100
IP8919,ip,87,21-100
OG21418,omcl,87,21-100
OG75779,omcl,87,21-100
OG50995,omcl,87,21-100
IP5675,ip,87,21-100
OG1709,omcl,87,21-100
OG2045,omcl,87,21-100
IP32314,ip,87,21-100
OG58074,omcl,87,21-100
IP11601,ip,87,21-100
IP25510,ip,87,21-100
IP875,ip,87,21-100
IP8677,ip,87,21-100
OG70338,omcl,87,21-100
OG12249,omcl,87,21-100
IP3835,ip,86,21-100
IP30107,ip,86,21-100
IP14731,ip,86,21-100
OG51463,omcl,86,21-100
IP33679,ip,86,21-100
OG64136,omcl,86,21-100
OG71855,omcl,86,21-100
IP33457,ip,86,21-100
IP26400,ip,86,21-100
IP34529,ip,86,21-100
IP36097,ip,86,21-100
OG73100,omcl,86,21-100
IP16478,ip,86,21-100
IP31030,ip,86,21-100
IP6989,ip,86,21-100
IP23209,ip,86,21-100
IP32041,ip,86,21-100
OG5629,omcl,86,21-100
IP9343,ip,85,21-100
OG47440,omcl,85,21-100
OG60445,omcl,85,21-100
IP19728,ip,85,21-100
OG72203,omcl,85,21-100
OG22579,omcl,85,21-100
IP32544,ip,85,21-100
OG34213,omcl,85,21-100
IP1233,ip,85,21-100
IP34372,ip,85,21-100
IP489,ip,85,21-100
IP8592,ip,85,21-100
IP2400,ip,85,21-100
OG58371,omcl,85,21-100
OG60548,omcl,85,21-100
IP31248,ip,85,21-100
OG43950,omcl,85,21-100
OG837,omcl,85,21-100
IP36563,ip,84,21-100
IP29779,ip,84,21-100
IP32287,ip,84,21-100
IP35320,ip,84,21-100
IP13046,ip,84,21-100
IP31995,ip,84,21-100
OG21283,omcl,84,21-100
OG56774,omcl,84,21-100
IP21692,ip,84,21-100
OG34444,omcl,84,21-100
OG35063,omcl,84,21-100
IP19635,ip,84,21-100
IP13027,ip,84,21-100
IP1700,ip,84,21-100
IP33340,ip,84,21-100
IP21757,ip,84,21-100
IP24057,ip,84,21-100
OG63568,omcl,84,21-100
OG51979,omcl,84,21-100
IP34925,ip,84,21-100
IP9404,ip,84,21-100
OG11883,omcl,84,21-100
OG454,omcl,83,21-100
IP16779,ip,83,21-100
IP22843,ip,83,21-100
OG50911,omcl,83,21-100
OG7103,omcl,83,21-100
IP27768,ip,83,21-100
OG7075,omcl,83,21-100
IP22297,ip,83,21-100
OG44026,omcl,83,21-100
IP32364,ip,83,21-100
IP13472,ip,83,21-100
IP8579,ip,83,21-100
IP8709,ip,83,21-100
OG23437,omcl,83,21-100
OG35864,omcl,83,21-100
IP12208,ip,83,21-100
OG59840,omcl,83,21-100
IP17985,ip,83,21-100
IP14819,ip,83,21-100
IP7022,ip,83,21-100
IP27526,ip,82,21-100
OG60461,omcl,82,21-100
IP23972,ip,82,21-100
OG59947,omcl,82,21-100
IP9215,ip,82,21-100
OG655,omcl,82,21-100
IP12634,ip,82,21-100
IP34716,ip,82,21-100
OG19690,omcl,82,21-100
IP32225,ip,82,21-100
IP31422,ip,82,21-100
IP16944,ip,82,21-100
OG21787,omcl,82,21-100
IP33851,ip,82,21-100
OG59666,omcl,82,21-100
OG21985,omcl,82,21-100
IP31671,ip,82,21-100
OG45539,omcl,82,21-100
OG69672,omcl,82,21-100
IP16414,ip,82,21-100
IP11835,ip,82,21-100
IP10617,ip,82,21-100
IP8132,ip,82,21-100
IP20215,ip,81,21-100
IP35395,ip,81,21-100
IP26514,ip,81,21-100
IP13487,ip,81,21-100
IP29934,ip,81,21-100
IP11726,ip,81,21-100
IP1057,ip,81,21-100
OG46316,omcl,81,21-100
IP3205,ip,81,21-100
IP25561,ip,81,21-100
OG52007,omcl,81,21-100
IP27951,ip,81,21-100
OG64374,omcl,81,21-100
OG9965,omcl,81,21-100
OG26561,omcl,81,21-100
IP8169,ip,81,21-100
IP17173,ip,81,21-100
IP9421,ip,81,21-100
IP23420,ip,81,21-100
OG73881,omcl,81,21-100
OG75863,omcl,81,21-100
OG31840,omcl,81,21-100
IP15946,ip,81,21-100
IP31519,ip,81,21-100
IP31046,ip,81,21-100
IP12983,ip,81,21-100
IP17689,ip,80,21-100
OG45638,omcl,80,21-100
IP13414,ip,80,21-100
OG8095,omcl,80,21-100
IP23019,ip,80,21-100
OG62993,omcl,80,21-100
OG34358,omcl,80,21-100
OG56016,omcl,80,21-100
IP24035,ip,80,21-100
OG6146,omcl,80,21-100
IP29329,ip,80,21-100
IP17727,ip,80,21-100
IP11181,ip,80,21-100
OG71654,omcl,80,21-100
IP18617,ip,80,21-100
IP8328,ip,80,21-100
IP11660,ip,80,21-100
OG50496,omcl,80,21-100
IP23984,ip,80,21-100
IP17481,ip,79,21-100
OG53314,omcl,79,21-100
IP22044,ip,79,21-100
OG41194,omcl,79,21-100
OG29924,omcl,79,21-100
OG51765,omcl,79,21-100
OG36117,omcl,79,21-100
OG12089,omcl,79,21-100
OG29384,omcl,79,21-100
IP10334,ip,79,21-100
IP7988,ip,79,21-100
IP11298,ip,79,21-100
OG9386,omcl,79,21-100
OG59827,omcl,79,21-100
IP14724,ip,79,21-100
IP10645,ip,79,21-100
OG71993,omcl,79,21-100
IP29742,ip,79,21-100
OG21152,omcl,79,21-100
OG1696,omcl,79,21-100
IP30507,ip,78,21-100
IP34070,ip,78,21-100
OG64027,omcl,78,21-100
IP3016,ip,78,21-100
IP12556,ip,78,21-100
IP19840,ip,78,21-100
IP21002,ip,78,21-100
OG28846,omcl,78,21-100
OG22636,omcl,78,21-100
OG17247,omcl,78,21-100
IP35781,ip,78,21-100
IP7187,ip,78,21-100
IP286,ip,78,21-100
OG62546,omcl,78,21-100
OG16412,omcl,78,21-100
IP26071,ip,78,21-100
OG9260,omcl,78,21-100
IP16479,ip,78,21-100
IP20345,ip,78,21-100
IP33258,ip,78,21-100
OG28292,omcl,78,21-100
IP15797,ip,78,21-100
OG51831,omcl,78,21-100
IP19958,ip,78,21-100
IP972,ip,77,21-100
IP29845,ip,77,21-100
IP26597,ip,77,21-100
IP26611,ip,77,21-100
IP2653,ip,77,21-100
OG28766,omcl,77,21-100
OG58117,omcl,77,21-100
OG33390,omcl,77,21-100
OG50388,omcl,77,21-100
IP27433,ip,77,21-100
OG75909,omcl,77,21-100
IP35752,ip,77,21-100
IP3130,ip,77,21-100
IP18280,ip,77,21-100
IP33339,ip,77,21-100
OG69263,omcl,77,21-100
IP36872,ip,77,21-100
OG27205,omcl,77,21-100
OG19449,omcl,77,21-100
OG71285,omcl,77,21-100
IP3699,ip,77,21-100
IP33939,ip,77,21-100
IP29211,ip,77,21-100
IP22845,ip,77,21-100
IP14140,ip,77,21-100
IP1756,ip,77,21-100
OG13171,omcl,77,21-100
OG446,omcl,77,21-100
OG57656,omcl,77,21-100
OG64553,omcl,77,21-100
IP7044,ip,77,21-100
IP29423,ip,77,21-100
IP18264,ip,77,21-100
OG32891,omcl,76,21-100
IP26459,ip,76,21-100
IP2493,ip,76,21-100
IP9204,ip,76,21-100
IP19763,ip,76,21-100
IP33546,ip,76,21-100
OG48439,omcl,76,21-100
OG2281,omcl,76,21-100
IP6439,ip,76,21-100
IP20378,ip,76,21-100
OG38915,omcl,76,21-100
OG5957,omcl,76,21-100
OG54467,omcl,76,21-100
OG49298,omcl,76,21-100
IP1072,ip,76,21-100
IP28590,ip,76,21-100
OG43724,omcl,76,21-100
IP22703,ip,76,21-100
IP32896,ip,76,21-100
IP26379,ip,76,21-100
OG64802,omcl,76,21-100
OG44284,omcl,75,21-100
IP21831,ip,75,21-100
IP3339,ip,75,21-100
OG4596,omcl,75,21-100
OG14998,omcl,75,21-100
IP6146,ip,75,21-100
IP35266,ip,75,21-100
IP11395,ip,75,21-100
IP28438,ip,75,21-100
OG54588,omcl,75,21-100
OG13002,omcl,75,21-100
IP3554,ip,75,21-100
IP15096,ip,75,21-100
IP23630,ip,75,21-100
OG30315,omcl,75,21-100
OG56879,omcl,75,21-100
IP17061,ip,75,21-100
IP27060,ip,75,21-100
IP17294,ip,75,21-100
IP21667,ip,75,21-100
OG51721,omcl,75,21-100
IP15292,ip,75,21-100
IP10475,ip,75,21-100
OG61335,omcl,74,21-100
IP2639,ip,74,21-100
OG63274,omcl,74,21-100
IP32254,ip,74,21-100
OG5735,omcl,74,21-100
IP19831,ip,74,21-100
IP15443,ip,74,21-100
OG43505,omcl,74,21-100
IP10532,ip,74,21-100
IP6065,ip,74,21-100
IP22525,ip,74,21-100
IP4915,ip,74,21-100
OG30767,omcl,74,21-100
OG39737,omcl,74,21-100
IP18689,ip,74,21-100
OG22354,omcl,74,21-100
OG51714,omcl,74,21-100
IP18133,ip,74,21-100
OG40706,omcl,74,21-100
IP19002,ip,74,21-100
IP8778,ip,74,21-100
IP25462,ip,74,21-100
OG54721,omcl,74,21-100
IP32100,ip,74,21-100
OG47701,omcl,74,21-100
IP3044,ip,74,21-100
IP959,ip,74,21-100
IP27892,ip,74,21-100
IP542,ip,74,21-100
IP18794,ip,74,21-100
IP2903,ip,73,21-100
OG68001,omcl,73,21-100
IP6917,ip,73,21-100
OG36246,omcl,73,21-100
IP31207,ip,73,21-100
IP26491,ip,73,21-100
OG2739,omcl,73,21-100
OG54198,omcl,73,21-100
IP2477,ip,73,21-100
IP1150,ip,73,21-100
IP9744,ip,73,21-100
OG31705,omcl,73,21-100
IP2782,ip,73,21-100
IP27712,ip,73,21-100
OG4057,omcl,73,21-100
OG54805,omcl,73,21-100
IP19847,ip,73,21-100
OG64329,omcl,73,21-100
OG35139,omcl,73,21-100
IP32368,ip,73,21-100
IP24649,ip,73,21-100
OG60455,omcl,73,21-100
IP5463,ip,72,21-100
OG48453,omcl,72,21-100
IP33266,ip,72,21-100
OG66343,omcl,72,21-100
IP1885,ip,72,21-100
OG61055,omcl,72,21-100
OG65266,omcl,72,21-100
IP24023,ip,72,21-100
OG43615,omcl,72,21-100
OG66132,omcl,72,21-100
IP15740,ip,72,21-100
OG31077,omcl,72,21-100
OG34971,omcl,72,21-100
OG69541,omcl,72,21-100
OG35159,omcl,72,21-100
IP28738,ip,72,21-100
OG22328,omcl,72,21-100
OG17507,omcl,72,21-100
IP18082,ip,72,21-100
IP33795,ip,72,21-100
OG61937,omcl,72,21-100
IP21045,ip,72,21-100
OG17095,omcl,72,21-100
IP30863,ip,72,21-100
OG72844,omcl,72,21-100
OG2498,omcl,72,21-100
IP7972,ip,72,21-100
IP27259,ip,71,21-100
OG22906,omcl,71,21-100
OG16547,omcl,71,21-100
OG20921,omcl,71,21-100
OG34164,omcl,71,21-100
IP8568,ip,71,21-100
OG75022,omcl,71,21-100
IP3584,ip,71,21-100
OG46385,omcl,71,21-100
IP13064,ip,71,21-100
IP7101,ip,71,21-100
IP26012,ip,71,21-100
IP6069,ip,71,21-100
OG66384,omcl,71,21-100
OG46873,omcl,71,21-100
IP6453,ip,71,21-100
IP12055,ip,71,21-100
OG13905,omcl,71,21-100
IP9080,ip,71,21-100
IP16116,ip,70,21-100
IP20788,ip,70,21-100
IP480,ip,70,21-100
IP17083,ip,70,21-100
OG67419,omcl,70,21-100
IP11051,ip,70,21-100
IP3857,ip,70,21-100
OG55124,omcl,70,21-100
IP27692,ip,70,21-100
IP20410,ip,70,21-100
OG76066,omcl,70,21-100
OG9061,omcl,70,21-100
IP30200,ip,70,21-100
OG35116,omcl,70,21-100
OG58283,omcl,70,21-100
IP241,ip,70,21-100
IP7387,ip,70,21-100
IP8127,ip,70,21-100
OG30983,omcl,70,21-100
OG74607,omcl,70,21-100
IP4808,ip,70,21-100
IP11227,ip,70,21-100
OG72566,omcl,69,21-100
IP12727,ip,69,21-100
OG7542,omcl,69,21-100
OG72598,omcl,69,21-100
IP3915,ip,69,21-100
IP1291,ip,69,21-100
IP5785,ip,69,21-100
OG68585,omcl,69,21-100
IP2649,ip,69,21-100
OG45733,omcl,69,21-100
OG23587,omcl,69,21-100
IP22761,ip,69,21-100
OG14728,omcl,69,21-100
OG9259,omcl,69,21-100
IP2623,ip,69,21-100
IP13797,ip,69,21-100
IP1797,ip,69,21-100
IP27483,ip,69,21-100
OG61030,omcl,69,21-100
IP30578,ip,69,21-100
IP14824,ip,69,21-100
OG45341,omcl,69,21-100
OG22204,omcl,69,21-100
OG64114,omcl,69,21-100
IP24218,ip,69,21-100
OG17227,omcl,69,21-100
IP4439,ip,69,21-100
IP19128,ip,69,21-100
IP5276,ip,69,21-100
IP26255,ip,68,21-100
OG48908,omcl,68,21-100
IP16268,ip,68,21-100
OG5680,omcl,68,21-100
OG59228,omcl,68,21-100
OG67780,omcl,68,21-100
IP10395,ip,68,21-100
OG31114,omcl,68,21-100
OG62723,omcl,68,21-100
OG63598,omcl,68,21-100
OG27158,omcl,68,21-100
OG69544,omcl,68,21-100
IP28833,ip,68,21-100
IP9168,ip,68,21-100
IP29240,ip,68,21-100
IP26482,ip,68,21-100
IP21905,ip,68,21-100
OG14978,omcl,68,21-100
OG37024,omcl,68,21-100
IP33713,ip,68,21-100
IP23997,ip,68,21-100
OG8300,omcl,68,21-100
OG2625,omcl,68,21-100
IP26891,ip,68,21-100
IP9705,ip,68,21-100
OG2972,omcl,68,21-100
OG66844,omcl,68,21-100
OG71524,omcl,68,21-100
IP29265,ip,68,21-100
IP34733,ip,68,21-100
IP33929,ip,68,21-100
IP16205,ip,68,21-100
IP2805,ip,68,21-100
OG18073,omcl,67,21-100
OG34332,omcl,67,21-100
IP5525,ip,67,21-100
IP27790,ip,67,21-100
IP20283,ip,67,21-100
OG59876,omcl,67,21-100
OG1658,omcl,67,21-100
IP19582,ip,67,21-100
OG56458,omcl,67,21-100
OG3834,omcl,67,21-100
IP30599,ip,67,21-100
IP35993,ip,67,21-100
OG35914,omcl,67,21-100
OG270,omcl,67,21-100
IP29688,ip,67,21-100
OG10877,omcl,67,21-100
OG45108,omcl,67,21-100
IP8589,ip,67,21-100
IP13556,ip,67,21-100
IP3864,ip,67,21-100
IP34656,ip,67,21-100
OG55776,omcl,67,21-100
OG27572,omcl,67,21-100
IP1231,ip,67,21-100
IP969,ip,67,21-100
IP30079,ip,67,21-100
IP19528,ip,67,21-100
IP11360,ip,67,21-100
OG72538,omcl,67,21-100
IP22178,ip,67,21-100
IP26138,ip,67,21-100
OG63459,omcl,66,21-100
IP10183,ip,66,21-100
IP36720,ip,66,21-100
OG53867,omcl,66,21-100
OG32910,omcl,66,21-100
IP22587,ip,66,21-100
IP21353,ip,66,21-100
IP34427,ip,66,21-100
IP11919,ip,66,21-100
IP19275,ip,66,21-100
OG18264,omcl,66,21-100
IP28627,ip,66,21-100
OG8419,omcl,66,21-100
OG69932,omcl,66,21-100
IP33092,ip,66,21-100
IP24264,ip,66,21-100
IP33433,ip,66,21-100
OG50512,omcl,66,21-100
IP35941,ip,66,21-100
IP12487,ip,66,21-100
IP31731,ip,66,21-100
OG66620,omcl,66,21-100
IP488,ip,66,21-100
IP16385,ip,66,21-100
IP23676,ip,66,21-100
IP29426,ip,66,21-100
IP11980,ip,66,21-100
IP23122,ip,66,21-100
IP31931,ip,66,21-100
OG10312,omcl,66,21-100
IP22687,ip,66,21-100
IP18798,ip,66,21-100
OG41578,omcl,66,21-100
IP18606,ip,66,21-100
OG58733,omcl,66,21-100
OG65422,omcl,65,21-100
OG62283,omcl,65,21-100
OG50338,omcl,65,21-100
OG15971,omcl,65,21-100
OG18490,omcl,65,21-100
IP25356,ip,65,21-100
OG38308,omcl,65,21-100
OG38265,omcl,65,21-100
IP24153,ip,65,21-100
IP5110,ip,65,21-100
IP3717,ip,65,21-100
OG63592,omcl,65,21-100
IP32890,ip,65,21-100
IP5828,ip,65,21-100
IP8271,ip,65,21-100
IP34988,ip,65,21-100
IP19957,ip,65,21-100
IP22403,ip,65,21-100
IP18524,ip,65,21-100
IP18364,ip,65,21-100
IP14491,ip,65,21-100
IP23314,ip,65,21-100
IP22628,ip,65,21-100
IP16522,ip,65,21-100
IP927,ip,65,21-100
IP32284,ip,65,21-100
OG45008,omcl,65,21-100
IP13671,ip,65,21-100
IP20439,ip,64,21-100
IP36742,ip,64,21-100
OG7232,omcl,64,21-100
OG43275,omcl,64,21-100
IP11278,ip,64,21-100
OG75514,omcl,64,21-100
OG2348,omcl,64,21-100
OG29121,omcl,64,21-100
IP15156,ip,64,21-100
OG72442,omcl,64,21-100
IP25991,ip,64,21-100
IP15651,ip,64,21-100
IP32245,ip,64,21-100
OG36059,omcl,64,21-100
OG47801,omcl,64,21-100
OG63804,omcl,64,21-100
IP25344,ip,64,21-100
OG56081,omcl,64,21-100
OG68432,omcl,64,21-100
IP27726,ip,64,21-100
IP28633,ip,64,21-100
OG48188,omcl,64,21-100
OG18370,omcl,64,21-100
OG73641,omcl,63,21-100
IP30642,ip,63,21-100
IP29974,ip,63,21-100
OG56698,omcl,63,21-100
IP36025,ip,63,21-100
OG1723,omcl,63,21-100
OG27253,omcl,63,21-100
OG73219,omcl,63,21-100
OG6856,omcl,63,21-100
IP32795,ip,63,21-100
OG47526,omcl,63,21-100
OG29496,omcl,63,21-100
OG40658,omcl,63,21-100
IP31220,ip,63,21-100
OG75476,omcl,63,21-100
OG2212,omcl,63,21-100
OG58458,omcl,63,21-100
OG26168,omcl,63,21-100
OG69847,omcl,63,21-100
OG62008,omcl,63,21-100
OG40848,omcl,63,21-100
IP25384,ip,63,21-100
IP34746,ip,63,21-100
IP35594,ip,63,21-100
IP26298,ip,63,21-100
IP6750,ip,63,21-100
IP31878,ip,63,21-100
IP23586,ip,63,21-100
OG23705,omcl,62,21-100
IP20106,ip,62,21-100
IP1980,ip,62,21-100
IP5724,ip,62,21-100
IP11163,ip,62,21-100
IP21804,ip,62,21-100
OG59736,omcl,62,21-100
IP12551,ip,62,21-100
IP11560,ip,62,21-100
OG1742,omcl,62,21-100
IP2248,ip,62,21-100
OG22539,omcl,62,21-100
OG18998,omcl,62,21-100
IP14009,ip,62,21-100
IP8341,ip,62,21-100
IP32864,ip,62,21-100
OG2673,omcl,62,21-100
OG51768,omcl,62,21-100
IP34723,ip,62,21-100
OG46123,omcl,62,21-100
IP21815,ip,62,21-100
IP2669,ip,62,21-100
IP36357,ip,62,21-100
IP36265,ip,62,21-100
OG63111,omcl,62,21-100
IP19573,ip,62,21-100
OG74732,omcl,62,21-100
OG51608,omcl,62,21-100
IP15048,ip,62,21-100
IP17235,ip,62,21-100
OG60863,omcl,62,21-100
IP10683,ip,62,21-100
IP5809,ip,62,21-100
OG27221,omcl,62,21-100
OG10975,omcl,62,21-100
IP36778,ip,62,21-100
IP25458,ip,62,21-100
OG74232,omcl,62,21-100
IP35996,ip,62,21-100
IP928,ip,62,21-100
IP35112,ip,62,21-100
IP21818,ip,62,21-100
OG67161,omcl,62,21-100
IP36071,ip,61,21-100
IP28606,ip,61,21-100
IP34052,ip,61,21-100
IP4957,ip,61,21-100
IP35039,ip,61,21-100
IP30176,ip,61,21-100
IP5122,ip,61,21-100
OG40315,omcl,61,21-100
OG63782,omcl,61,21-100
IP36383,ip,61,21-100
OG23253,omcl,61,21-100
OG5255,omcl,61,21-100
IP23776,ip,61,21-100
IP7699,ip,61,21-100
OG30774,omcl,61,21-100
OG10038,omcl,61,21-100
OG4241,omcl,61,21-100
IP6618,ip,61,21-100
OG1705,omcl,61,21-100
IP33906,ip,61,21-100
OG75916,omcl,61,21-100
OG21912,omcl,61,21-100
OG74861,omcl,61,21-100
OG51703,omcl,61,21-100
IP27737,ip,61,21-100
OG67195,omcl,61,21-100
OG5223,omcl,61,21-100
IP11600,ip,61,21-100
IP4454,ip,61,21-100
IP31259,ip,61,21-100
