ann,db,grado,tramo
OG65791,omcl,1,1
OG65792,omcl,1,1
OG65794,omcl,1,1
OG65795,omcl,1,1
OG65796,omcl,1,1
OG65799,omcl,1,1
OG658,omcl,1,1
OG24113,omcl,1,1
OG24114,omcl,1,1
OG24116,omcl,1,1
OG65833,omcl,1,1
OG65834,omcl,1,1
OG65835,omcl,1,1
OG65838,omcl,1,1
IP8468,ip,1,1
OG24106,omcl,1,1
OG24107,omcl,1,1
OG24108,omcl,1,1
OG24109,omcl,1,1
OG2411,omcl,1,1
OG24110,omcl,1,1
OG24111,omcl,1,1
OG24112,omcl,1,1
OG32146,omcl,1,1
OG32147,omcl,1,1
OG32152,omcl,1,1
OG32153,omcl,1,1
OG32156,omcl,1,1
OG32157,omcl,1,1
OG32158,omcl,1,1
OG3217,omcl,1,1
OG65826,omcl,1,1
OG65829,omcl,1,1
OG6583,omcl,1,1
OG65831,omcl,1,1
OG65832,omcl,1,1
OG32143,omcl,1,1
OG32144,omcl,1,1
OG32145,omcl,1,1
IP8396,ip,1,1
IP8440,ip,1,1
IP8441,ip,1,1
OG65869,omcl,1,1
OG6587,omcl,1,1
OG65871,omcl,1,1
OG65872,omcl,1,1
OG65873,omcl,1,1
OG65858,omcl,1,1
OG65859,omcl,1,1
OG65860,omcl,1,1
OG65862,omcl,1,1
OG65863,omcl,1,1
OG65864,omcl,1,1
OG65866,omcl,1,1
OG65867,omcl,1,1
OG65846,omcl,1,1
OG65847,omcl,1,1
OG65848,omcl,1,1
OG65850,omcl,1,1
OG65853,omcl,1,1
OG65854,omcl,1,1
OG65855,omcl,1,1
OG65856,omcl,1,1
IP8505,ip,1,1
IP8511,ip,1,1
IP8537,ip,1,1
OG65839,omcl,1,1
OG6584,omcl,1,1
OG65841,omcl,1,1
OG65844,omcl,1,1
OG65845,omcl,1,1
OG32129,omcl,1,1
OG3213,omcl,1,1
OG32131,omcl,1,1
OG32134,omcl,1,1
OG32137,omcl,1,1
OG32139,omcl,1,1
OG32141,omcl,1,1
OG32142,omcl,1,1
OG32116,omcl,1,1
OG32118,omcl,1,1
OG32119,omcl,1,1
OG3212,omcl,1,1
OG32121,omcl,1,1
OG32124,omcl,1,1
OG32125,omcl,1,1
OG32126,omcl,1,1
OG2415,omcl,1,1
OG24150,omcl,1,1
OG24151,omcl,1,1
OG24152,omcl,1,1
OG24158,omcl,1,1
OG24160,omcl,1,1
OG24163,omcl,1,1
OG32113,omcl,1,1
OG65874,omcl,1,1
OG65875,omcl,1,1
OG65876,omcl,1,1
OG65877,omcl,1,1
OG65880,omcl,1,1
OG65882,omcl,1,1
OG65883,omcl,1,1
OG24149,omcl,1,1
IP8261,ip,1,1
IP8272,ip,1,1
IP8279,ip,1,1
IP8301,ip,1,1
IP831,ip,1,1
OG65925,omcl,1,1
OG65926,omcl,1,1
OG65927,omcl,1,1
OG65904,omcl,1,1
OG65906,omcl,1,1
OG65907,omcl,1,1
OG65908,omcl,1,1
OG65910,omcl,1,1
OG65914,omcl,1,1
OG65919,omcl,1,1
OG65921,omcl,1,1
IP8352,ip,1,1
IP8356,ip,1,1
IP8369,ip,1,1
OG65897,omcl,1,1
OG659,omcl,1,1
OG65900,omcl,1,1
OG65901,omcl,1,1
OG65902,omcl,1,1
OG65885,omcl,1,1
OG6589,omcl,1,1
OG65890,omcl,1,1
OG65892,omcl,1,1
OG65893,omcl,1,1
OG65895,omcl,1,1
IP8326,ip,1,1
IP8333,ip,1,1
OG32111,omcl,1,1
OG24135,omcl,1,1
OG24139,omcl,1,1
OG2414,omcl,1,1
OG24142,omcl,1,1
OG24143,omcl,1,1
OG24145,omcl,1,1
OG24146,omcl,1,1
OG321,omcl,1,1
OG32100,omcl,1,1
OG32102,omcl,1,1
OG32103,omcl,1,1
OG32104,omcl,1,1
OG32108,omcl,1,1
OG32109,omcl,1,1
OG32110,omcl,1,1
OG65939,omcl,1,1
OG65940,omcl,1,1
OG32089,omcl,1,1
OG3209,omcl,1,1
OG32091,omcl,1,1
OG32092,omcl,1,1
OG32095,omcl,1,1
OG32099,omcl,1,1
OG65928,omcl,1,1
OG65929,omcl,1,1
OG6593,omcl,1,1
OG65934,omcl,1,1
OG65935,omcl,1,1
OG65936,omcl,1,1
OG65937,omcl,1,1
OG65938,omcl,1,1
IP8187,ip,1,1
IP8193,ip,1,1
IP82,ip,1,1
IP8201,ip,1,1
IP8207,ip,1,1
IP8247,ip,1,1
OG65983,omcl,1,1
OG65986,omcl,1,1
OG65971,omcl,1,1
OG65974,omcl,1,1
OG65976,omcl,1,1
OG65977,omcl,1,1
OG65978,omcl,1,1
OG65979,omcl,1,1
OG65980,omcl,1,1
OG65982,omcl,1,1
OG65956,omcl,1,1
OG65959,omcl,1,1
OG6596,omcl,1,1
OG65961,omcl,1,1
OG65964,omcl,1,1
OG65965,omcl,1,1
OG65966,omcl,1,1
OG65969,omcl,1,1
OG24147,omcl,1,1
OG65944,omcl,1,1
OG65945,omcl,1,1
OG65950,omcl,1,1
OG65952,omcl,1,1
OG65953,omcl,1,1
OG65954,omcl,1,1
OG65955,omcl,1,1
OG66016,omcl,1,1
OG66018,omcl,1,1
OG66019,omcl,1,1
OG66021,omcl,1,1
OG66022,omcl,1,1
OG66023,omcl,1,1
OG66025,omcl,1,1
OG66026,omcl,1,1
IP8099,ip,1,1
IP8107,ip,1,1
IP815,ip,1,1
IP8159,ip,1,1
OG66010,omcl,1,1
OG66011,omcl,1,1
OG66012,omcl,1,1
OG66013,omcl,1,1
OG66,omcl,1,1
OG66000,omcl,1,1
OG66001,omcl,1,1
OG66002,omcl,1,1
OG66003,omcl,1,1
OG66005,omcl,1,1
OG66009,omcl,1,1
OG6601,omcl,1,1
OG65989,omcl,1,1
OG6599,omcl,1,1
OG65990,omcl,1,1
OG65993,omcl,1,1
OG65994,omcl,1,1
OG65996,omcl,1,1
OG65997,omcl,1,1
OG65998,omcl,1,1
OG3208,omcl,1,1
OG32082,omcl,1,1
OG32084,omcl,1,1
OG32088,omcl,1,1
OG66031,omcl,1,1
OG66032,omcl,1,1
OG66033,omcl,1,1
OG66034,omcl,1,1
OG32064,omcl,1,1
OG32070,omcl,1,1
OG32072,omcl,1,1
OG32074,omcl,1,1
OG32075,omcl,1,1
OG32076,omcl,1,1
OG32077,omcl,1,1
OG32079,omcl,1,1
OG2419,omcl,1,1
OG24190,omcl,1,1
OG24192,omcl,1,1
OG32056,omcl,1,1
OG32058,omcl,1,1
OG3206,omcl,1,1
OG32060,omcl,1,1
OG32061,omcl,1,1
OG66027,omcl,1,1
OG66030,omcl,1,1
OG24182,omcl,1,1
OG24183,omcl,1,1
OG24184,omcl,1,1
OG24185,omcl,1,1
OG24186,omcl,1,1
OG24189,omcl,1,1
OG6607,omcl,1,1
OG66071,omcl,1,1
OG66073,omcl,1,1
OG66076,omcl,1,1
OG66077,omcl,1,1
OG66079,omcl,1,1
OG6608,omcl,1,1
OG66080,omcl,1,1
OG6606,omcl,1,1
OG66060,omcl,1,1
OG66063,omcl,1,1
OG66064,omcl,1,1
OG66065,omcl,1,1
OG66067,omcl,1,1
OG66068,omcl,1,1
OG66069,omcl,1,1
OG66046,omcl,1,1
OG66048,omcl,1,1
OG66049,omcl,1,1
OG6605,omcl,1,1
OG66050,omcl,1,1
OG66051,omcl,1,1
OG66054,omcl,1,1
OG66056,omcl,1,1
OG66038,omcl,1,1
IP8016,ip,1,1
IP8059,ip,1,1
IP8067,ip,1,1
IP8068,ip,1,1
IP8071,ip,1,1
OG66041,omcl,1,1
OG66044,omcl,1,1
OG24170,omcl,1,1
OG24172,omcl,1,1
OG24173,omcl,1,1
OG24176,omcl,1,1
OG24180,omcl,1,1
OG24181,omcl,1,1
OG66093,omcl,1,1
OG66094,omcl,1,1
OG3205,omcl,1,1
OG32050,omcl,1,1
OG32051,omcl,1,1
OG32052,omcl,1,1
OG24165,omcl,1,1
OG24166,omcl,1,1
OG24167,omcl,1,1
OG24169,omcl,1,1
OG32038,omcl,1,1
OG32040,omcl,1,1
OG32041,omcl,1,1
OG32042,omcl,1,1
OG32043,omcl,1,1
OG32047,omcl,1,1
OG32048,omcl,1,1
OG32049,omcl,1,1
OG66084,omcl,1,1
OG66086,omcl,1,1
OG66087,omcl,1,1
OG66092,omcl,1,1
OG32033,omcl,1,1
OG32034,omcl,1,1
OG32036,omcl,1,1
OG32037,omcl,1,1
IP7741,ip,1,1
IP7759,ip,1,1
IP7763,ip,1,1
IP7767,ip,1,1
OG66127,omcl,1,1
OG6613,omcl,1,1
OG66133,omcl,1,1
OG66135,omcl,1,1
OG66125,omcl,1,1
IP7787,ip,1,1
IP7820,ip,1,1
IP7823,ip,1,1
IP7827,ip,1,1
IP7846,ip,1,1
IP7715,ip,1,1
IP7730,ip,1,1
OG66102,omcl,1,1
OG66106,omcl,1,1
OG6611,omcl,1,1
OG66113,omcl,1,1
OG66116,omcl,1,1
OG66117,omcl,1,1
OG66119,omcl,1,1
OG66120,omcl,1,1
OG66095,omcl,1,1
IP7851,ip,1,1
IP7883,ip,1,1
IP7911,ip,1,1
IP7913,ip,1,1
OG66099,omcl,1,1
OG661,omcl,1,1
OG6610,omcl,1,1
OG32027,omcl,1,1
OG32028,omcl,1,1
OG32029,omcl,1,1
OG32030,omcl,1,1
OG32032,omcl,1,1
OG66144,omcl,1,1
OG66145,omcl,1,1
OG66149,omcl,1,1
OG32017,omcl,1,1
OG32018,omcl,1,1
OG32020,omcl,1,1
OG32021,omcl,1,1
OG32023,omcl,1,1
OG32024,omcl,1,1
OG32025,omcl,1,1
OG32026,omcl,1,1
OG32005,omcl,1,1
OG32006,omcl,1,1
OG32007,omcl,1,1
OG32008,omcl,1,1
OG3201,omcl,1,1
OG32010,omcl,1,1
OG32011,omcl,1,1
OG32014,omcl,1,1
OG66136,omcl,1,1
OG66137,omcl,1,1
OG66139,omcl,1,1
OG6614,omcl,1,1
OG66143,omcl,1,1
OG3200,omcl,1,1
OG32000,omcl,1,1
OG32001,omcl,1,1
OG66183,omcl,1,1
IP7552,ip,1,1
IP756,ip,1,1
IP7588,ip,1,1
IP7593,ip,1,1
IP7597,ip,1,1
IP7606,ip,1,1
OG66185,omcl,1,1
OG66166,omcl,1,1
OG66167,omcl,1,1
OG66174,omcl,1,1
OG66175,omcl,1,1
OG66176,omcl,1,1
OG66177,omcl,1,1
OG66178,omcl,1,1
OG66181,omcl,1,1
IP7682,ip,1,1
IP7701,ip,1,1
IP7711,ip,1,1
OG66158,omcl,1,1
OG66160,omcl,1,1
OG66162,omcl,1,1
OG66164,omcl,1,1
OG66165,omcl,1,1
OG66151,omcl,1,1
OG66153,omcl,1,1
IP7640,ip,1,1
IP7641,ip,1,1
IP7643,ip,1,1
IP7647,ip,1,1
IP7664,ip,1,1
IP7679,ip,1,1
OG66213,omcl,1,1
OG66214,omcl,1,1
OG66217,omcl,1,1
OG66218,omcl,1,1
OG66219,omcl,1,1
OG66220,omcl,1,1
OG66221,omcl,1,1
OG66223,omcl,1,1
IP7484,ip,1,1
IP7499,ip,1,1
IP7505,ip,1,1
IP7518,ip,1,1
IP7522,ip,1,1
IP7531,ip,1,1
IP7533,ip,1,1
OG66212,omcl,1,1
OG6620,omcl,1,1
OG66201,omcl,1,1
OG66203,omcl,1,1
OG66204,omcl,1,1
OG66206,omcl,1,1
OG66207,omcl,1,1
OG66210,omcl,1,1
OG66211,omcl,1,1
OG66186,omcl,1,1
OG66187,omcl,1,1
OG66188,omcl,1,1
OG6619,omcl,1,1
OG66195,omcl,1,1
OG66198,omcl,1,1
OG66199,omcl,1,1
OG662,omcl,1,1
OG31994,omcl,1,1
OG31995,omcl,1,1
OG31997,omcl,1,1
OG32,omcl,1,1
OG320,omcl,1,1
OG66231,omcl,1,1
OG66232,omcl,1,1
OG66234,omcl,1,1
OG31980,omcl,1,1
OG31982,omcl,1,1
OG31983,omcl,1,1
OG31984,omcl,1,1
OG31985,omcl,1,1
OG31988,omcl,1,1
OG3199,omcl,1,1
OG31991,omcl,1,1
OG24212,omcl,1,1
OG24213,omcl,1,1
OG24216,omcl,1,1
OG24217,omcl,1,1
OG2422,omcl,1,1
OG31973,omcl,1,1
OG31977,omcl,1,1
OG31979,omcl,1,1
OG66225,omcl,1,1
OG66227,omcl,1,1
OG66228,omcl,1,1
OG6623,omcl,1,1
OG24205,omcl,1,1
OG24206,omcl,1,1
OG24209,omcl,1,1
OG24210,omcl,1,1
OG66271,omcl,1,1
OG66272,omcl,1,1
OG66273,omcl,1,1
OG66276,omcl,1,1
OG66278,omcl,1,1
OG66281,omcl,1,1
OG66282,omcl,1,1
OG66283,omcl,1,1
OG66267,omcl,1,1
OG66268,omcl,1,1
OG66269,omcl,1,1
OG6627,omcl,1,1
IP7412,ip,1,1
IP7417,ip,1,1
IP7430,ip,1,1
OG66270,omcl,1,1
OG66247,omcl,1,1
OG66251,omcl,1,1
OG66252,omcl,1,1
OG66253,omcl,1,1
OG66255,omcl,1,1
OG66260,omcl,1,1
OG66263,omcl,1,1
OG66264,omcl,1,1
OG66235,omcl,1,1
OG66239,omcl,1,1
OG6624,omcl,1,1
OG66240,omcl,1,1
OG66241,omcl,1,1
OG66242,omcl,1,1
OG66243,omcl,1,1
OG66245,omcl,1,1
OG66303,omcl,1,1
OG66305,omcl,1,1
OG66307,omcl,1,1
OG66309,omcl,1,1
OG6631,omcl,1,1
OG66310,omcl,1,1
OG66312,omcl,1,1
OG66314,omcl,1,1
IP7376,ip,1,1
IP7377,ip,1,1
IP7378,ip,1,1
IP7403,ip,1,1
OG663,omcl,1,1
OG6630,omcl,1,1
OG66301,omcl,1,1
OG66302,omcl,1,1
OG66292,omcl,1,1
OG66293,omcl,1,1
OG66295,omcl,1,1
OG66296,omcl,1,1
OG66298,omcl,1,1
IP7342,ip,1,1
IP7347,ip,1,1
IP7362,ip,1,1
OG66284,omcl,1,1
OG66285,omcl,1,1
OG66286,omcl,1,1
OG66287,omcl,1,1
OG66289,omcl,1,1
OG6629,omcl,1,1
OG66290,omcl,1,1
OG66291,omcl,1,1
OG31966,omcl,1,1
OG24195,omcl,1,1
OG24196,omcl,1,1
OG24204,omcl,1,1
OG6632,omcl,1,1
OG66321,omcl,1,1
OG66322,omcl,1,1
OG66323,omcl,1,1
OG31951,omcl,1,1
OG31952,omcl,1,1
OG31957,omcl,1,1
OG31958,omcl,1,1
OG31959,omcl,1,1
OG31960,omcl,1,1
OG31962,omcl,1,1
OG31965,omcl,1,1
OG31940,omcl,1,1
OG31941,omcl,1,1
OG31944,omcl,1,1
OG31945,omcl,1,1
OG31946,omcl,1,1
OG31947,omcl,1,1
OG31948,omcl,1,1
OG31949,omcl,1,1
OG66317,omcl,1,1
OG66318,omcl,1,1
OG66319,omcl,1,1
OG31929,omcl,1,1
OG31931,omcl,1,1
OG31932,omcl,1,1
OG31938,omcl,1,1
OG3194,omcl,1,1
OG66356,omcl,1,1
IP7228,ip,1,1
IP7230,ip,1,1
IP7236,ip,1,1
IP7262,ip,1,1
OG66358,omcl,1,1
OG6636,omcl,1,1
OG66360,omcl,1,1
OG66344,omcl,1,1
OG66346,omcl,1,1
OG6635,omcl,1,1
OG66350,omcl,1,1
OG66352,omcl,1,1
OG66353,omcl,1,1
OG66354,omcl,1,1
OG66355,omcl,1,1
OG66329,omcl,1,1
OG6633,omcl,1,1
OG66330,omcl,1,1
OG66332,omcl,1,1
OG66333,omcl,1,1
OG66335,omcl,1,1
OG66338,omcl,1,1
OG66339,omcl,1,1
OG66324,omcl,1,1
OG66326,omcl,1,1
OG66327,omcl,1,1
IP7268,ip,1,1
IP7323,ip,1,1
IP7333,ip,1,1
IP7334,ip,1,1
OG66328,omcl,1,1
OG24245,omcl,1,1
OG24246,omcl,1,1
OG24247,omcl,1,1
OG24248,omcl,1,1
OG31914,omcl,1,1
OG31915,omcl,1,1
OG31916,omcl,1,1
OG31917,omcl,1,1
OG24236,omcl,1,1
OG24238,omcl,1,1
OG24239,omcl,1,1
OG2424,omcl,1,1
OG24240,omcl,1,1
OG24241,omcl,1,1
OG24242,omcl,1,1
OG24243,omcl,1,1
OG66378,omcl,1,1
OG66381,omcl,1,1
OG66382,omcl,1,1
OG24226,omcl,1,1
OG24229,omcl,1,1
OG24230,omcl,1,1
OG24231,omcl,1,1
OG24232,omcl,1,1
OG66361,omcl,1,1
OG66362,omcl,1,1
OG66365,omcl,1,1
OG66367,omcl,1,1
OG66369,omcl,1,1
OG66370,omcl,1,1
OG66372,omcl,1,1
OG66377,omcl,1,1
OG66413,omcl,1,1
IP7015,ip,1,1
IP7028,ip,1,1
IP703,ip,1,1
IP7032,ip,1,1
OG66415,omcl,1,1
OG66418,omcl,1,1
OG66419,omcl,1,1
OG66399,omcl,1,1
OG66401,omcl,1,1
OG66402,omcl,1,1
OG66403,omcl,1,1
OG66406,omcl,1,1
OG66407,omcl,1,1
OG66408,omcl,1,1
OG66412,omcl,1,1
IP7158,ip,1,1
OG66387,omcl,1,1
OG66388,omcl,1,1
OG66389,omcl,1,1
OG66393,omcl,1,1
OG66394,omcl,1,1
OG66395,omcl,1,1
OG66398,omcl,1,1
OG31919,omcl,1,1
OG31921,omcl,1,1
OG31923,omcl,1,1
OG31925,omcl,1,1
OG31927,omcl,1,1
OG66385,omcl,1,1
IP711,ip,1,1
IP7129,ip,1,1
OG31899,omcl,1,1
OG319,omcl,1,1
OG31902,omcl,1,1
OG31903,omcl,1,1
OG31904,omcl,1,1
OG31909,omcl,1,1
OG24222,omcl,1,1
OG24223,omcl,1,1
OG31886,omcl,1,1
OG31889,omcl,1,1
OG31890,omcl,1,1
OG31892,omcl,1,1
OG31893,omcl,1,1
OG31895,omcl,1,1
OG31896,omcl,1,1
OG31897,omcl,1,1
OG66428,omcl,1,1
OG6643,omcl,1,1
OG66430,omcl,1,1
OG31874,omcl,1,1
OG31876,omcl,1,1
OG31879,omcl,1,1
OG31883,omcl,1,1
OG31885,omcl,1,1
OG6642,omcl,1,1
OG66420,omcl,1,1
OG66421,omcl,1,1
OG66422,omcl,1,1
OG66424,omcl,1,1
OG66425,omcl,1,1
OG66426,omcl,1,1
OG66427,omcl,1,1
OG66466,omcl,1,1
OG66467,omcl,1,1
OG66471,omcl,1,1
OG66472,omcl,1,1
OG66473,omcl,1,1
OG66475,omcl,1,1
OG66476,omcl,1,1
OG66477,omcl,1,1
OG66450,omcl,1,1
OG66451,omcl,1,1
OG66453,omcl,1,1
OG66455,omcl,1,1
OG66456,omcl,1,1
OG66457,omcl,1,1
OG66459,omcl,1,1
OG66465,omcl,1,1
IP6992,ip,1,1
IP7,ip,1,1
OG66444,omcl,1,1
OG66445,omcl,1,1
OG66446,omcl,1,1
OG66447,omcl,1,1
OG66448,omcl,1,1
OG66449,omcl,1,1
OG24224,omcl,1,1
OG66432,omcl,1,1
OG66436,omcl,1,1
OG66438,omcl,1,1
OG66440,omcl,1,1
OG66441,omcl,1,1
OG66442,omcl,1,1
IP695,ip,1,1
OG66507,omcl,1,1
OG66508,omcl,1,1
OG66512,omcl,1,1
OG66515,omcl,1,1
OG66518,omcl,1,1
OG66519,omcl,1,1
OG6652,omcl,1,1
OG66520,omcl,1,1
IP6853,ip,1,1
IP6887,ip,1,1
IP6889,ip,1,1
IP6904,ip,1,1
IP6907,ip,1,1
OG66503,omcl,1,1
OG66505,omcl,1,1
OG66506,omcl,1,1
OG66488,omcl,1,1
OG6649,omcl,1,1
OG66491,omcl,1,1
OG66492,omcl,1,1
OG66493,omcl,1,1
OG66494,omcl,1,1
OG66498,omcl,1,1
OG665,omcl,1,1
OG66478,omcl,1,1
OG66479,omcl,1,1
OG66480,omcl,1,1
OG66481,omcl,1,1
OG66482,omcl,1,1
OG66483,omcl,1,1
OG66486,omcl,1,1
OG66487,omcl,1,1
OG66522,omcl,1,1
OG66523,omcl,1,1
IP6763,ip,1,1
IP6774,ip,1,1
IP6784,ip,1,1
IP6796,ip,1,1
IP6818,ip,1,1
IP6822,ip,1,1
OG31860,omcl,1,1
OG31865,omcl,1,1
OG31868,omcl,1,1
OG31869,omcl,1,1
OG3187,omcl,1,1
OG31871,omcl,1,1
OG31872,omcl,1,1
OG31873,omcl,1,1
OG24272,omcl,1,1
OG24273,omcl,1,1
OG24275,omcl,1,1
OG24278,omcl,1,1
OG24279,omcl,1,1
OG31854,omcl,1,1
OG31857,omcl,1,1
OG3186,omcl,1,1
OG66521,omcl,1,1
OG24261,omcl,1,1
OG24262,omcl,1,1
OG24263,omcl,1,1
OG24265,omcl,1,1
OG24266,omcl,1,1
OG24269,omcl,1,1
OG2427,omcl,1,1
IP674,ip,1,1
OG6656,omcl,1,1
OG66561,omcl,1,1
OG66562,omcl,1,1
OG66563,omcl,1,1
OG66565,omcl,1,1
OG66568,omcl,1,1
OG66569,omcl,1,1
OG66554,omcl,1,1
OG66555,omcl,1,1
OG66556,omcl,1,1
OG66558,omcl,1,1
IP6693,ip,1,1
IP6708,ip,1,1
IP6712,ip,1,1
IP6737,ip,1,1
OG6654,omcl,1,1
OG66542,omcl,1,1
OG66543,omcl,1,1
OG66545,omcl,1,1
OG66546,omcl,1,1
OG66548,omcl,1,1
OG66550,omcl,1,1
OG66553,omcl,1,1
IP685,ip,1,1
OG66530,omcl,1,1
OG66531,omcl,1,1
OG66532,omcl,1,1
OG66533,omcl,1,1
OG66534,omcl,1,1
OG66535,omcl,1,1
OG66537,omcl,1,1
OG24253,omcl,1,1
OG24254,omcl,1,1
OG24255,omcl,1,1
OG24257,omcl,1,1
OG24258,omcl,1,1
OG24260,omcl,1,1
OG66580,omcl,1,1
OG66581,omcl,1,1
OG31841,omcl,1,1
OG31842,omcl,1,1
OG31843,omcl,1,1
OG31845,omcl,1,1
OG31847,omcl,1,1
OG31849,omcl,1,1
OG3185,omcl,1,1
OG24251,omcl,1,1
OG31818,omcl,1,1
OG31819,omcl,1,1
OG31820,omcl,1,1
OG31822,omcl,1,1
OG3183,omcl,1,1
OG31834,omcl,1,1
OG31837,omcl,1,1
OG31838,omcl,1,1
OG6657,omcl,1,1
OG66570,omcl,1,1
OG66571,omcl,1,1
OG66576,omcl,1,1
OG66577,omcl,1,1
OG66578,omcl,1,1
OG66579,omcl,1,1
OG31816,omcl,1,1
IP6678,ip,1,1
OG66618,omcl,1,1
OG66619,omcl,1,1
OG66623,omcl,1,1
OG66624,omcl,1,1
OG66626,omcl,1,1
OG66629,omcl,1,1
OG6663,omcl,1,1
OG6661,omcl,1,1
OG66611,omcl,1,1
OG66612,omcl,1,1
OG66613,omcl,1,1
IP6629,ip,1,1
IP6647,ip,1,1
IP666,ip,1,1
IP6660,ip,1,1
OG66597,omcl,1,1
OG66598,omcl,1,1
OG66599,omcl,1,1
OG666,omcl,1,1
OG6660,omcl,1,1
OG66601,omcl,1,1
OG66602,omcl,1,1
OG66604,omcl,1,1
OG66584,omcl,1,1
OG66586,omcl,1,1
OG66590,omcl,1,1
OG66591,omcl,1,1
OG66592,omcl,1,1
OG66593,omcl,1,1
OG66594,omcl,1,1
OG66596,omcl,1,1
OG31805,omcl,1,1
OG31806,omcl,1,1
OG31807,omcl,1,1
OG31809,omcl,1,1
OG31811,omcl,1,1
OG31813,omcl,1,1
OG66638,omcl,1,1
OG66639,omcl,1,1
OG24306,omcl,1,1
OG31797,omcl,1,1
OG31798,omcl,1,1
OG318,omcl,1,1
OG3180,omcl,1,1
OG31800,omcl,1,1
OG31803,omcl,1,1
OG31804,omcl,1,1
OG24298,omcl,1,1
OG24299,omcl,1,1
OG243,omcl,1,1
OG2430,omcl,1,1
OG24300,omcl,1,1
OG24303,omcl,1,1
OG24304,omcl,1,1
OG24305,omcl,1,1
OG66633,omcl,1,1
OG66634,omcl,1,1
OG66636,omcl,1,1
OG66637,omcl,1,1
OG24289,omcl,1,1
OG24294,omcl,1,1
OG24296,omcl,1,1
OG24297,omcl,1,1
OG66672,omcl,1,1
IP6474,ip,1,1
IP6483,ip,1,1
IP6486,ip,1,1
IP6487,ip,1,1
IP6494,ip,1,1
IP6503,ip,1,1
IP6508,ip,1,1
OG66663,omcl,1,1
OG66664,omcl,1,1
OG66665,omcl,1,1
OG66668,omcl,1,1
OG66669,omcl,1,1
OG6667,omcl,1,1
OG66670,omcl,1,1
OG66671,omcl,1,1
OG66649,omcl,1,1
OG66651,omcl,1,1
OG66652,omcl,1,1
OG66653,omcl,1,1
OG66654,omcl,1,1
OG66658,omcl,1,1
OG66659,omcl,1,1
OG66661,omcl,1,1
OG6664,omcl,1,1
OG66640,omcl,1,1
IP654,ip,1,1
IP6582,ip,1,1
IP6597,ip,1,1
IP6604,ip,1,1
IP6613,ip,1,1
OG66645,omcl,1,1
OG31778,omcl,1,1
OG3178,omcl,1,1
OG31780,omcl,1,1
OG31781,omcl,1,1
OG31784,omcl,1,1
OG31789,omcl,1,1
OG31793,omcl,1,1
OG31794,omcl,1,1
OG31761,omcl,1,1
OG31765,omcl,1,1
OG31769,omcl,1,1
OG3177,omcl,1,1
OG31770,omcl,1,1
OG31772,omcl,1,1
OG31773,omcl,1,1
OG31775,omcl,1,1
OG66688,omcl,1,1
OG66689,omcl,1,1
OG6669,omcl,1,1
OG66690,omcl,1,1
OG66694,omcl,1,1
OG31759,omcl,1,1
OG3176,omcl,1,1
OG31760,omcl,1,1
IP6535,ip,1,1
OG66674,omcl,1,1
OG66677,omcl,1,1
OG66679,omcl,1,1
OG66684,omcl,1,1
OG66685,omcl,1,1
OG66686,omcl,1,1
OG66687,omcl,1,1
IP6422,ip,1,1
IP6455,ip,1,1
IP6457,ip,1,1
IP6460,ip,1,1
OG66732,omcl,1,1
OG66734,omcl,1,1
OG66735,omcl,1,1
OG66736,omcl,1,1
OG66715,omcl,1,1
OG66719,omcl,1,1
OG66720,omcl,1,1
OG66721,omcl,1,1
OG66723,omcl,1,1
OG66724,omcl,1,1
IP6392,ip,1,1
IP6410,ip,1,1
OG667,omcl,1,1
OG6670,omcl,1,1
OG66701,omcl,1,1
OG66702,omcl,1,1
OG66703,omcl,1,1
OG66705,omcl,1,1
OG66709,omcl,1,1
OG6671,omcl,1,1
OG31796,omcl,1,1
OG2428,omcl,1,1
OG24280,omcl,1,1
OG24284,omcl,1,1
OG24285,omcl,1,1
OG66695,omcl,1,1
OG66697,omcl,1,1
OG66698,omcl,1,1
OG66762,omcl,1,1
OG66764,omcl,1,1
OG66766,omcl,1,1
OG66774,omcl,1,1
OG66776,omcl,1,1
OG66777,omcl,1,1
OG66778,omcl,1,1
OG66779,omcl,1,1
OG66758,omcl,1,1
OG66759,omcl,1,1
OG6676,omcl,1,1
IP6328,ip,1,1
IP6355,ip,1,1
IP6381,ip,1,1
IP639,ip,1,1
OG66760,omcl,1,1
OG66749,omcl,1,1
OG6675,omcl,1,1
OG66750,omcl,1,1
OG66752,omcl,1,1
OG66753,omcl,1,1
OG66754,omcl,1,1
OG66755,omcl,1,1
OG66756,omcl,1,1
OG66737,omcl,1,1
OG66738,omcl,1,1
OG66739,omcl,1,1
OG6674,omcl,1,1
OG66740,omcl,1,1
OG66741,omcl,1,1
OG66745,omcl,1,1
OG66746,omcl,1,1
OG31750,omcl,1,1
OG31752,omcl,1,1
OG31753,omcl,1,1
OG31755,omcl,1,1
OG31757,omcl,1,1
OG31758,omcl,1,1
OG66785,omcl,1,1
OG66786,omcl,1,1
OG3174,omcl,1,1
OG31740,omcl,1,1
OG31742,omcl,1,1
OG31743,omcl,1,1
OG31745,omcl,1,1
OG31746,omcl,1,1
OG31747,omcl,1,1
OG31748,omcl,1,1
OG24324,omcl,1,1
OG24326,omcl,1,1
OG24329,omcl,1,1
OG2433,omcl,1,1
OG24331,omcl,1,1
OG24333,omcl,1,1
OG24334,omcl,1,1
OG24335,omcl,1,1
OG6678,omcl,1,1
OG66780,omcl,1,1
