ann,nombre
IPR027387,Cytochrome b/b6-like domain superfamily
IPR017995,"Homeobox protein, antennapedia type"
IPR007008,Poxvirus A6
IPR049391,"Fatty acid synthase, pseudo-KR domain"
IPR049619,"Lhx1/5, LIM domain 2"
IPR000020,Anaphylatoxin/fibulin
IPR044866,"HNF-1, dimerization domain"
IPR040520,Importin 13 repeat
IPR027424,"Glucose Oxidase, domain 2"
IPR050467,Leucine-rich repeat and fibronectin type-III domain-containing
IPR042042,"Protein transport protein Tip20, domain B"
IPR051841,Microtubule and Golgi organization protein
IPR035012,"Tensin-like, SH2 domain"
IPR052326,Differentiation & Development-Associated Protein
IPR039596,Growth arrest-specific protein 1
IPR054109,UBA-like domain
IPR034210,"Cytochrome c oxidase subunit 2, C-terminal"
IPR045253,"Vacuolar protein sorting-associated protein 4, MIT domain"
IPR026316,KAT8 regulatory NSL complex subunit 2
IPR009428,Beta-catenin-interacting ICAT domain
IPR036911,Beta-catenin-interacting ICAT superfamily
IPR041774,"LIN-17, cysteine-rich domain"
IPR047373,"Mask-like, type I K homology"
IPR049912,"CRESS-DNA virus replication initiator protein, endonuclease domain"
IPR037201,"Calcyclin-binding protein, N-terminal"
IPR039195,Ankyrin repeat domain-containing protein 40
IPR051826,E3 ubiquitin-protein ligase domain-containing protein
IPR045698,"Rab3GAP catalytic subunit, C-terminal"
IPR024145,Histone deacetylase complex subunit SAP30/SAP30-like
IPR025718,"Histone deacetylase complex subunit SAP30, Sin3 binding domain"
IPR055269,Alpha crystallin/Heat shock protein Hsp-16.1/Hsp-16.2
IPR059250,TMEM164-like
IPR032143,BLOC-1-related complex subunit 7
IPR041269,"Sulfhydryl oxidase, Trx-like domain"
IPR056162,"MABP1/WDR62, second WD40 domain"
IPR037190,"LIS1, N-terminal"
IPR056795,"PAC1-like, LisH-like dimerisation domain"
IPR034036,Tolloid/BMP1 peptidase domain
IPR056680,Domain of unknown function DUF7778
IPR054552,"SPT2 homolog, N-terminal"
IPR050758,"Zinc finger protein, C2H2-type"
IPR005643,Jun-like transcription factor
IPR047412,"Forkhead box protein P1/P2, forkhead domain"
IPR041818,Rab39
IPR033944,Cytochrome c oxidase subunit I domain
IPR005957,Tyrosine aminotransferase
IPR036023,"Class IX myosin, motor domain"
IPR053384,SAM-dependent methyltransferase
IPR051837,Sorting Nexin/PX Domain-Containing Protein Kinase-Like
IPR022427,"Uncharacterised protein MJ0570, ATP-binding"
IPR055213,"IML1/DEPDC5, N-terminal double psi beta-barrel domain"
IPR019414,"RNA polymerase II assembly factor Rtp1, C-terminal domain 2"
IPR008839,"Mitochondrial distribution and morphology family 33, fungi"
IPR037301,"Toll-interacting protein, C2 domain"
IPR055421,"Transmembrane protein TMEM132, cohesin-like domain"
IPR024201,Calcineurin-like phosphoesterase
IPR050883,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
IPR052463,"O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase"
IPR051427,Nectin and Nectin-like
IPR037711,"Microtubule-associated serine/threonine-protein kinase, catalytic domain"
IPR036720,"Ran-GTPase activating protein 1, C-terminal domain superfamily"
IPR043403,Protein Gurken/Spitz
IPR008368,"Voltage-dependent calcium channel, gamma subunit"
IPR037746,Protein Dok-7
IPR052565,Glutaredoxin-like YDR286C
IPR008554,Glutaredoxin-like
IPR035762,"Ryanodine receptor, SPRY domain 3"
IPR006627,TDU repeat
IPR033661,"Phosphatidylserine decarboxylase, eukaryotic type 1"
IPR005437,Gamma-aminobutyric acid receptor subunit gamma-1/4
IPR056884,"Nephrocystin 3-like, N-terminal"
IPR028079,Zc3h12a-like Ribonuclease NYN domain
IPR049450,"Acyl-CoA thioesterase-like, C-terminal domain"
IPR042415,Protein canopy homolog
IPR034629,"Pentatricopeptide repeat-containing protein 2, mitochondrial"
IPR050779,Protein-glutamine gamma-glutamyltransferases
IPR002112,Transcription factor Jun
IPR036106,"Class VII myosin, motor domain"
IPR018943,Oligosaccaryltransferase
IPR036330,Oligosaccharyltransferase subunit ost4p superfamily
IPR023250,Cyclin-dependent kinase 2-interacting protein
IPR037545,"Tripartite DENN domain, FNIP1/2-type"
IPR001817,Vasopressin receptor
IPR035291,Protein of unknown function DUF5354
IPR008516,"Na,K-Atpase Interacting protein"
IPR033112,"Phospholipase A2, aspartic acid active site"
IPR040424,SMN complex subunit Smn1
IPR040443,PH_15 domain
IPR037445,Melanoma-associated antigen
IPR029245,Protein of unknown function DUF4528
IPR050125,G-protein coupled receptor opsins
IPR043508,"Brdt, bromodomain, repeat I"
IPR036290,Phenylalanine zipper superfamily
IPR032478,"Staufen, C-terminal"
IPR014551,Beta-glucosidase GBA2-type
IPR052647,Zinc finger CCCH-type domain-containing protein
IPR004978,Stanniocalcin
IPR002002,Octopamine receptor
IPR017419,Mitogen-activated protein kinase kinase kinase 12/13
IPR037789,Rab11-family interacting protein class I
IPR013612,"Amino acid permease, N-terminal"
IPR049039,"Regulator of microtubule dynamics protein 1-3, alpha helical repeats"
IPR005579,Cgr1-like
IPR055153,"Calcium-activated potassium channel slowpoke-like, RCK domain"
IPR013246,"SAGA complex, Sgf11 subunit"
IPR032418,"Ubiquitin-activating enzyme E1, FCCH domain"
IPR032420,"Ubiquitin-activating enzyme E1, four-helix bundle"
IPR019443,"BLTP2/FMP27/Hobbit, C-terminal"
IPR048872,"BLTP2, sixth RBG module"
IPR049424,"Intermembrane lipid transfer protein VPS13, C-terminal"
IPR031645,"Vacuolar protein sorting-associated protein 13, DH-like domain"
IPR031646,"Vacuolar protein sorting-associated protein 13, extended chorein"
IPR031642,"VPS13, middle RBG modules"
IPR047762,"EHMT1/2, cysteine-rich region"
IPR018798,Multivesicular body subunit 12
IPR032287,Protein of unknown function DUF4838
IPR048873,"BLTP1, RBG module"
IPR018863,"Bridge-like lipid transfer protein family member 1, C-terminal"
IPR023246,Autism susceptibility gene 2 protein
IPR013158,"APOBEC-like, N-terminal"
IPR045354,BURAN domain
IPR015412,"Atg2/VPS13, C-terminal"
IPR027275,PRC-barrel domain
IPR009920,Heptaprenyl diphosphate synthase subunit 1
IPR029065,Enolase C-terminal domain-like
IPR039562,"Membrane fusion protein, biotin-lipoyl like domain"
IPR032712,"AsmA-like, C-terminal"
IPR038733,"Predicted DNA-binding protein, ribbon-helix-helix domain"
IPR043602,"Cation efflux system protein CusB-like, domain 1"
IPR032317,"RND efflux pump, membrane fusion protein, barrel-sandwich domain"
IPR015223,ATPase MipZ
IPR022567,"Glycosyl hydrolase, C-terminal (DUF3459)"
IPR039567,Glycine zipper domain
IPR015073,Domain of unknown function DUF1883
IPR001826,RHS protein
IPR045978,"TraC, central domain"
IPR011498,Kelch repeat type 2
IPR046827,Complex III assembly factor UQCC2/CBP6
IPR045695,"Transmembrane protein 131-like, conserved domain"
IPR023467,"Tetrahydromethanopterin S-methyltransferase, subunit H/Methyltransferase Mtx, subunit H"
IPR041590,"O-phosphoserine--tRNA(Cys) ligase, C-terminal domain"
IPR003597,Immunoglobulin C1-set
IPR013016,"Peptidase C16, coronavirus"
IPR004186,"Epstein Barr virus nuclear antigen-1, DNA-binding"
IPR001009,Influenza RNA-dependent RNA polymerase subunit PA
IPR015370,"T-cell receptor alpha chain, constant domain"
IPR005076,"Glycosyl transferase, family 6"
IPR001280,Photosystem I PsaA/PsaB
IPR009488,Protein of unknown function DUF1104
IPR044398,Globin-sensor domain
IPR001037,"Integrase, C-terminal, retroviral"
IPR003308,"Integrase, N-terminal zinc-binding domain"
IPR010435,"C5a peptidase/Subtilisin-like protease SBT2-like, Fn3-like domain"
IPR014760,"Serum albumin, N-terminal"
IPR005468,Avidin/streptavidin
IPR003093,"Apoptosis regulator, Bcl-2 protein, BH4"
IPR041031,"RNF31, C-terminal"
IPR002803,"Fructose-1,6-bisphosphatase, class V"
IPR008868,Bacterial TniB
IPR019587,Polyketide cyclase/dehydrase
IPR048755,"Alpha-amylase SusG, CBM58 domain"
IPR011161,MHC class I-like antigen recognition-like
IPR002105,Dockerin type I repeat
IPR003138,Picornavirus coat protein VP4
IPR045719,Protein of unknown function DUF6073
IPR001860,"Glycoside hydrolase, family 34"
IPR048593,"Acyloxyacyl hydrolase, N-terminal domain"
IPR045580,"PIK3 catalytic subunit gamma, adaptor-binding domain"
IPR000662,"Capsid protein VP1,Polyomavirus"
IPR001956,Carbohydrate-binding module 3
IPR001701,Glycoside hydrolase family 9
IPR000777,"Human immunodeficiency virus 1, envelope glycoprotein Gp120"
IPR000208,"RNA-directed RNA polymerase, fingers/palm subdomains, flavivirus"
IPR046811,"RNA-directed RNA polymerase, thumb subdomain, flavivirus"
IPR049111,"Influenza RNA polymerase PB2, middle domain"
IPR049113,"Polymerase basic protein 2, helical domain"
IPR049110,"Influenza RNA polymerase PB2, second domain"
IPR049106,"Influenza RNA polymerase PB2, N-terminal region"
IPR049115,"Influenza RNA polymerase PB2, C-terminal domain"
IPR048298,"Influenza RNA polymerase PB2, CAP binding domain"
IPR049114,"Influenza RNA polymerase PB2, sixth domain"
IPR010720,"Alpha-L-arabinofuranosidase, C-terminal"
IPR010610,"Erythromycin biosynthesis protein CIII-like, C-terminal domain"
IPR003105,SRA-YDG
IPR014145,"DNA ligase D, polymerase domain"
IPR012951,Berberine/berberine-like
IPR010661,Reverse transcriptase thumb
IPR010659,Reverse transcriptase connection
IPR001000,Glycoside hydrolase family 10 domain
IPR003318,"Glycoside hydrolase, family 70, catalytic domain"
IPR000685,"Ribulose bisphosphate carboxylase, large subunit, C-terminal"
IPR017443,"Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal"
IPR001220,Legume lectin domain
IPR010148,"CRISPR-associated protein, CT1975"
IPR008986,EV matrix protein
IPR004020,DAPIN domain
IPR018061,Retropepsins
IPR001722,"Glycoside hydrolase, family 7"
IPR041642,"HTH-type transcriptional repressor KstR, C-terminal"
IPR003686,Photosystem II PsbI
IPR021961,"Type IV methyl-directed restriction enzyme EcoKMcrB subunit, DNA-binding domain"
IPR013530,"Protein-arginine deiminase, C-terminal"
IPR013733,"Protein-arginine deiminase (PAD), central domain"
IPR013732,"Protein-arginine deiminase (PAD), N-terminal"
IPR022662,"Methylaspartate ammonia-lyase, C-terminal"
IPR022665,"Methylaspartate ammonia-lyase, N-terminal"
IPR007887,NTF2-like N-terminal transpeptidase
IPR003367,"Thrombospondin, type 3-like repeat"
IPR008859,"Thrombospondin, C-terminal"
IPR040699,"DNA 3'-5' translocase XPB, damage recognition domain"
IPR000932,Photosystem antenna protein-like
IPR000923,Blue (type 1) copper domain
IPR015328,Domain of unknown function DUF1965
IPR001138,Zn(2)Cys(6) fungal-type DNA-binding domain
IPR031760,"Centromere DNA-binding protein complex CBF3 subunit B, C-terminal"
IPR005199,"Glycoside hydrolase, family 79"
IPR041438,Carbohydrate-binding module 64
IPR046022,Domain of unknown function DUF5979
IPR022464,Streptococcal pilin isopeptide linkage domain
IPR001364,"Haemagglutinin, influenzavirus A/B"
IPR040999,Maltokinase N-terminal cap domain
IPR045345,"Retroviral nucleocapsid Gag protein p24, C-terminal domain"
IPR048531,Protein ea8.5-like
IPR048617,"Midasin, lid domain 4"
IPR019199,Virulence-associated protein D / CRISPR associated protein Cas2
IPR004852,Di-haem cytochrome c peroxidase
IPR013515,"Phytochrome, central region"
IPR013654,PAS fold-2
IPR025162,"Recombination activating protein 2, PHD domain"
IPR027394,"Cytochrome-c3 hydrogenase, C-terminal"
IPR041254,"Proprotein convertase subtilisin/kexin type 9, C-terminal domain 1"
IPR041052,"Proprotein convertase subtilisin/kexin type 9, C-terminal domain 2"
IPR041051,"Proprotein convertase subtilisin/kexin type 9, C-terminal domain 3"
IPR003212,DNA-binding protein 7a-e
IPR000549,Photosystem I reaction center subunit V/PsaK
IPR001665,Norovirus peptidase C37
IPR025700,L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase
IPR048975,"Apoptotic protease-activating factor 1, winged-helix domain"
IPR024627,V(D)J recombination-activating protein 1
IPR000510,"Nitrogenase/oxidoreductase, component 1"
IPR016288,"1, 4-beta cellobiohydrolase"
IPR003514,Microviridae F protein
IPR049019,"NagJ-like, helical domain"
IPR040600,"Agglutinin, C-terminal"
IPR016054,Ly-6 antigen/uPA receptor-like
IPR004124,"Glycoside hydrolase, family 33, N-terminal"
IPR049477,Methylenetetrahydrofolate reductase
IPR002166,"RNA dependent RNA polymerase, hepatitis C virus"
IPR041033,Prealbumin-like fold domain
IPR008454,"Collagen-binding surface protein Cna-like, B-type domain"
IPR049319,"Tip pilin GBS104-like, Ig-like domain"
IPR005537,CRISPR type III-associated protein
IPR010672,"IMP biosynthesis enzyme PurP, N-terminal"
IPR009720,"IMP biosynthesis enzyme PurP, C-terminal"
IPR001558,HIV negative factor Nef
IPR018995,"RNA synthesis protein NSP10, coronavirus"
IPR010149,"CRISPR-associated protein, Csm2 Type III-A"
IPR033432,"Glycosyl hydrolase 36, catalytic domain"
IPR010383,Glycosyl hydrolase 94
IPR002006,Hepatitis core antigen
IPR002605,Adenovirus penton base protein
IPR002692,Penicillin/GL-7-ACA/AHL/aculeacin-A acylase
IPR000724,IgG-binding B
IPR000071,"Immunodeficiency lentiviral matrix, N-terminal"
IPR006703,AIG1-type guanine nucleotide-binding (G) domain
IPR048702,"SidD, C-terminal domain"
IPR008674,Chromosomal protein MC1
IPR000916,Bet v I/Major latex protein
IPR008740,"Peptidase C30, coronavirus"
IPR033769,"Transcription termination factor FttA, KH domain"
IPR003149,"Iron hydrogenase, small subunit"
IPR032281,"Small ribosomal subunit protein uS2, C-terminal domain"
IPR002644,"Photosystem II PsbZ, reaction centre"
IPR022796,Chlorophyll A-B binding protein
IPR022680,"Methyl-coenzyme M reductase, beta subunit, N-terminal"
IPR022679,"Methyl-coenzyme M reductase, beta subunit, C-terminal"
IPR041280,"Bacterial Ig domain, transpeptidase-associated"
IPR005655,Herpesvirus UL37
IPR012500,"Clostridium neurotoxin, translocation"
IPR000395,"Botulinum/Tetanus toxin, catalytic chain"
IPR054581,Encapsulated ferritin-like
IPR024589,"Fungal ligninase, C-terminal"
IPR011723,Zinc finger/thioredoxin putative
IPR000353,"MHC class II, beta chain, N-terminal"
IPR039569,"FAS1-like, dehydratase domain region"
IPR041058,"Alpha-(1,3)-fucosyltransferase FucT, N-terminal"
IPR015361,"Taq polymerase, thermostable, exonuclease region"
IPR040903,"Retroviral integrase, C-terminal SH3 domain"
IPR001205,"RNA-directed RNA polymerase, C-terminal domain"
IPR015233,"Orange carotenoid-binding protein, N-terminal"
IPR024057,Nucleoplasmin core domain
IPR015314,"Restriction endonuclease, type II, EcoRV"
IPR040703,"Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain"
IPR012286,Tetrahaem cytochrome domain
IPR045785,"Dipeptidyl peptidase 8 /9 ,N-terminal"
IPR013409,CRISPR-associated protein Crn3/Csx3
IPR018389,TRAP transporter solute receptor DctP
IPR022008,TSG101 and ALIX binding domain of CEP55
IPR048404,"DYN1, AAA+ ATPase lid domain"
IPR016107,"Adenovirus Pll, hexon, N-terminal"
IPR016108,"Adenovirus Pll, hexon, C-terminal"
IPR000675,Cutinase/acetylxylan esterase
IPR013399,Type I-F CRISPR-associated protein Csy3
IPR013268,U3 small nucleolar RNA-associated protein 16
IPR025837,CFTR regulator domain
IPR049125,"Fanconi-associated nuclease 1-like, winged-helix domain"
IPR049138,"Fanconi-associated nuclease 1, SAP subdomain, metazoa"
IPR009669,"Cysteine protease, VirA/EspG"
IPR002321,"Cytochrome c, class II"
IPR019267,"CRISPR-associated protein Cas6, C-terminal"
IPR045648,"CRISPR-associated protein Cas6-like, N-terminal domain"
IPR001690,Autoinducer synthase
IPR009249,Ferredoxin-dependent bilin reductase
IPR003669,Thymidylate synthase ThyX
IPR008715,"SAM-dependent methyltransferase, NodS-like"
IPR003321,Cytochrome c552
IPR054105,"NrtR, DNA-binding winged helix domain"
IPR001425,Archaeal/bacterial/fungal rhodopsins
IPR020942,Class III cytochrome C
IPR019020,"Cytochrome c-552/DMSO reductase-like, haem-binding domain"
IPR025702,Aliphatic aldoxime/phenylacetaldoxime dehydratase
IPR013132,"N-acetylneuraminic acid synthase, N-terminal"
IPR001847,Peptidase S21
IPR021798,Alpha-(1->3)-arabinofuranosyltransferase
IPR024292,Nodavirus capsid
IPR000081,"Peptidase C3, picornavirus core protein 2A"
IPR004304,Acetamidase/Formamidase
IPR004347,Pup ligase/deamidase
IPR040836,SMODS-associated and fused to various effectors
IPR010329,3-hydroxyanthranilic acid dioxygenase
IPR048853,"Anthrax protective antigen, immunoglobulin-like domain"
IPR035088,"Protective antigen, Ca-binding domain"
IPR027439,"Protective antigen, heptamerisation domain"
IPR035331,"Clostridial binary toxin B/anthrax toxin PA, domain 3"
IPR048357,"Malate synthase G, alpha-beta insertion domain"
IPR021114,Porin PorB/PorC
IPR005883,Type IV pilus inner membrane component PilM
IPR003898,Bordetella pertussis toxin A
IPR054145,"Mannosylglycerate synthase, GT domain"
IPR054143,"Mannosylglycerate synthase, C-terminal domain"
IPR040927,"Monalysin, beta barrel Pore-forming domain"
IPR032330,"Elongation factor G-binding protein, C-terminal treble-clef zinc-finger"
IPR010841,"Elongation factor G-binding protein, N-terminal"
IPR040778,"CASTOR1, N-terminal"
IPR049479,"Cytosolic arginine sensor for mTORC1 subunit 1/2, ACT-like"
IPR027795,"CASTOR, ACT domain"
IPR003666,"Photosystem I PsaF, reaction centre subunit III"
IPR055080,"Gal80p-like, C-terminal domain"
IPR024478,"Chemotaxis methyl-accepting receptor HlyB-like, 4HB MCP domain"
IPR003657,WRKY domain
IPR012128,"Phycobilisome, alpha/beta subunit"
IPR054493,"Macrophage growth locus, subunit A, C-terminal domain"
IPR032415,"TRPM, tetramerisation domain"
IPR007226,SRS domain
IPR016750,Acetophenone carboxylase beta subunit/Acetone carboxylase gamma subunit
IPR004963,Pectinacetylesterase/NOTUM
IPR044016,Bacterial Ig-like domain 13
IPR041498,Bacterial Ig domain
IPR025610,Transcription factor MYC/MYB N-terminal
IPR040660,N-formyltransferase dimerization C-terminal domain
IPR003687,Photosystem II PsbK
IPR007224,Transcription initiation factor Rrn11
IPR054112,"Glycosyltransferase 99, N-terminal domain"
IPR007833,Capsule polysaccharide biosynthesis
IPR001077,O-methyltransferase domain
IPR012967,Plant methyltransferase dimerisation domain
IPR012928,"Clostridium neurotoxin, receptor binding N-terminal"
IPR013104,"Clostridium neurotoxin, receptor-binding C-terminal"
IPR002480,"DAHP synthetase, class II"
IPR015306,"Restriction endonuclease, type II, PvuII"
IPR053893,"Polycomb protein EED-like, insertion domain"
IPR008894,"Sugar 3,4-ketoisomerase QdtA, cupin domain"
IPR013604,7TM chemosensory receptor
IPR008609,Ebola nucleoprotein
IPR015303,"Fimbrial adhesin F17-AG, lectin domain"
IPR021858,Fungal transcription factor
IPR011492,"Non-structural protein NS3-like, DEAD box helicase, flavivirus"
IPR054175,"NS3 RNA helicase, C-terminal helical domain"
IPR010523,Activator of aromatic catabolism
IPR004096,"4-vinyl reductase, 4VR"
IPR001889,Herpesvirus thymidine kinase
IPR029158,Stimulator of interferon genes protein
IPR045822,"CO dehydrogenase/acetyl-CoA synthase complex beta subunit , C-terminal"
IPR041350,"Carbon monoxide dehydrogenase subunit alpha ,N-terminal"
IPR004461,CO dehydrogenase/acetyl-CoA synthase complex beta subunit
IPR015289,"Alpha-L-arabinofuranosidase B, catalytic"
IPR007934,"Alpha-L-arabinofuranosidase B, arabinose-binding domain"
IPR002682,Photosystem II PsbJ
IPR003793,UPF0166
IPR006052,Tumour necrosis factor domain
IPR001207,"Transposase, mutator type"
IPR040447,"Rrp7, RRM-like N-terminal domain"
IPR002594,Glycoside hydrolase family 12
IPR048618,"Monodehydroascorbate reductase 3-like, C-terminal domain"
IPR013210,"Leucine-rich repeat-containing N-terminal, plant-type"
IPR001812,"Trypanosome variant surface glycoprotein, A-type, N-terminal domain"
IPR041333,"Peptidase M60, C-terminal"
IPR031161,Peptidase family M60 domain
IPR001203,"Aldehyde ferredoxin oxidoreductase, C-terminal"
IPR013983,"Aldehyde ferredoxin oxidoreductase, N-terminal"
IPR041392,"Beta-galactosidase, beta-sandwich domain"
IPR041067,"Vanadium chloroperoxidase, N-terminal"
IPR006764,"S-adenosyl-L-methionine dependent methyltransferase, SAV2177 type"
IPR054767,"Cas10/Cmr2, second palm domain"
IPR048693,"CRISPR RNA silencing complex Cmr2-like, C-terminal domain"
IPR041062,"Csm1, subunit domain B"
IPR018470,Periplasmic metal-binding protein Tp34-type
IPR049478,"O-GlcNAcase BT_4395-like, post-catalytic domain"
IPR031450,"Poxin-Schlafen/Schlafen-like, N-terminal domain"
IPR007421,"Schlafen, AlbA_2 domain"
IPR004294,Carotenoid oxygenase
IPR048666,"NADPH-dependent reductive aminase-like, C-terminal domain"
IPR022739,"Polyphenol oxidase, central domain"
IPR005614,NrfD family
IPR041654,"Styrene monooxygenase StyA, putative substrate binding domain"
IPR000028,Chloroperoxidase
IPR005203,"Hemocyanin, C-terminal"
IPR005204,"Hemocyanin, N-terminal"
IPR000896,Hemocyanin/hexamerin middle domain
IPR015249,"Biliverdin reductase, catalytic"
IPR022246,"Bacteriophage T7, Gp17, C-terminal"
IPR048388,"Tail fibre protein gp37, trimerization region"
IPR005083,"Serine/Threonine acetyltransferase, YopJ"
IPR021865,"Peptidase G2, IMC autoproteolytic cleavage domain"
IPR021526,"Vitelline envelope, lysin receptor"
IPR032428,TrfB transcriptional repressor protein
IPR017795,"Aromatic prenyltransferase, DMATS-type"
IPR000757,Glycoside hydrolase family 16
IPR041509,"Glycosyl hydrolases 38, beta-1 domain"
IPR019563,"Glycosyl-hydrolase 97, catalytic domain"
IPR029486,"Glycosyl-hydrolase 97, N-terminal domain"
IPR029483,"Glycosyl-hydrolase 97, C-terminal oligomerisation domain"
IPR021328,Spore coat protein CotB-like
IPR007132,Protein of unknown function DUF346
IPR040477,"Lysine-specific demethylase 4-like, Tudor domain"
IPR041383,RuvC endonuclease subdomain 3
IPR054080,"TPR1-like, CTLH-containing domain"
IPR048419,"TOPLESS, zinc finger domain"
IPR040899,"Fatty acid synthase subunit alpha, acyl carrier domain"
IPR041550,"Fatty acid synthase type I, helical"
IPR041303,Phage spike trimer 2
IPR003469,"Glycoside hydrolase, family 68"
IPR033985,"SusD-like, N-terminal"
IPR012944,RagB/SusD domain
IPR035083,"Nucleocapsid, N-terminal, Arenaviridae"
IPR053870,"TiaS-like, TCKD domain"
IPR013696,"TiaS, FLD domain"
IPR018473,"Hermes trasposase, DNA-binding domain"
IPR049049,"Non-reducing end beta-L-arabinofuranosidase-like, GH127 C-terminal domain"
IPR012878,"Non-reducing end beta-L-arabinofuranosidase-like, GH127 catalytic domain"
IPR049046,"Non-reducing end beta-L-arabinofuranosidase-like, GH127 middle domain"
IPR014835,"NS1 nuclease, NS1-Nuc domain, parvovirinae"
IPR034768,WhiB-like iron-sulfur binding domain
IPR007184,Mannoside phosphorylase
IPR001676,Picornavirus capsid
IPR004930,Pneumovirus nucleocapsid protein
IPR033480,Single Cache domain 2
IPR002615,"Photosystem I PsaJ, reaction centre subunit IX"
IPR049148,"Phosphoserine phosphatase, ACT domain"
IPR018337,Cell wall/choline-binding repeat
IPR004109,"Hepatitis C virus, NS3 protease"
IPR032075,"Phosphoinositide phospholipase C, Ca2+-dependent"
IPR002042,Uricase
IPR010010,"Photosystem I PsaM, reaction centre"
IPR007879,FAD-linked sulfhydryl oxidase
IPR002742,"Desulfoferrodoxin, ferrous iron-binding domain"
IPR009112,"GTP cyclohydrolase I, feedback regulatory protein"
IPR005067,"Fatty acid desaturase, type 2"
IPR000199,"Peptidase C3A/C3B, picornaviral"
IPR012019,"FeGP cofactor biosynthesis protein HcgB, guanylyltransferase"
IPR001795,"RNA-directed RNA polymerase, luteovirus"
IPR022071,"Rotavirus VP1 RNA-directed RNA polymerase, C-terminal"
IPR008439,Campylobacter major outer membrane
IPR004943,Lepidopteran low molecular weight lipoprotein
IPR015321,"Type I cytokine receptor, cytokine-binding domain"
IPR041221,"Anaphase-promoting complex subunit 1, C-terminal"
IPR046794,"Anaphase-promoting complex subunit 1, middle domain"
IPR005193,"Glycoside hydrolase, family 62, arabinosidase"
IPR005299,SAM dependent carboxyl methyltransferase
IPR003806,"ATP-grasp fold, PylC-type"
IPR048764,"PylC, N-terminal domain"
IPR014123,"Superoxide dismutase, Nickel-type"
IPR010160,"CRISPR-associated protein, Cmr5"
IPR009452,Pneumovirus matrix 2-1
IPR014935,"Nuclear receptor coactivator, receptor-binding domain"
IPR049473,"CRISPR-associated endonuclease Cas9, PI domain, C-terminal domain"
IPR040555,"Cas9, PI domain"
IPR040656,"Cas9, WED domain"
IPR005093,RNA-directed RNA polymerase beta-chain
IPR041567,"COI1, F-box"
IPR041101,Transport inhibitor response 1 domain
IPR041247,Rad52 family
IPR002532,"Hantavirus glycoprotein Gc, N-terminal domain"
IPR048791,"Glycoprotein Gc, C-terminal, bunyavirales"
IPR024655,"Asl1-like, glycosyl hydrolase catalytic domain"
IPR003757,"Photosystem I PsaL, reaction centre subunit XI"
IPR013643,Calicivirus coat protein C-terminal
IPR054719,"Tubulin-like protein TubZ-like, C-terminal domain"
IPR041561,"PglD, N-terminal"
IPR009453,IMP-specific 5-nucleotidase
IPR018707,Lipid A deacylase LpxR
IPR004981,"Tryptophan 2,3-dioxygenase"
IPR037595,Reversibly glycosylated polypeptide family
IPR004265,Dirigent protein
IPR005042,TAL effector repeat
IPR054584,"Envelope glycoprotein GP2-like, HR1-HR2"
IPR009959,Polyketide cyclase SnoaL-like
IPR029193,Testis-expressed sequence 12 protein
IPR031757,Glycosyltransferase family 88
IPR003671,Spindlin/spermiogenesis-specific protein
IPR002325,Cytochrome f
IPR024094,Cytochrome f large domain
IPR007142,"Haemagglutinin-esterase glycoprotein, core"
IPR003860,"Haemagglutinin-esterase glycoprotein, haemagglutinin domain"
IPR048770,"Adenylyltransferase SoFic-like, C-terminal domain"
IPR025758,Fic/DOC N-terminal
IPR006756,Phenol hydroxylase
IPR010179,CRISPR-associated protein Cse3
IPR048904,"Mcp40H-20-like, sensor"
IPR040719,Domain of unknown function DUF5597
IPR048534,"Lysosomal alpha-mannosidase-like, central domain"
IPR041566,"Alpha-mannosidase 2, C-terminal sub-domain"
IPR014853,"VWF/SSPO/Zonadhesin-like, cysteine-rich domain"
IPR035391,"Arylsulfotransferase, N-terminal domain"
IPR010262,"Arylsulfotransferase, bacteria"
IPR009830,LppX/LprAFG lipoprotein family
IPR011639,Type II methyltransferase M.TaqI-like domain
IPR001407,Influenza RNA-dependent RNA polymerase subunit PB1
IPR002351,Nitrophorin domain
IPR000448,Rhabdovirus nucleocapsid
IPR040946,"Endoglucanase B, carbohydrate binding domain"
IPR005102,Carbohydrate binding X2 domain
IPR001010,Thionin
IPR046540,"N,N-dimethylformamidase beta subunit-like, C-terminal"
IPR002210,"Major capsid L1 (late) protein, Papillomavirus"
IPR009483,Type III secretion systems tip complex component IpaD/BipD/SipD
IPR014781,"Anthrax toxin, lethal/endema factor, N-/C-terminal"
IPR015239,"Anthrax toxin lethal factor, central domain"
IPR025559,Enhanced intracellular survival protein domain
IPR041380,"Eis-like, acetyltransferase domain"
IPR020974,"CGT/MARTX, cysteine protease (CPD) domain"
IPR024772,"TcdA/TcdB toxin, N-terminal helical domain"
IPR024770,"TcdA/TcdB toxin, catalytic glycosyltransferase domain"
IPR024769,"TcdA/TcdB toxin, pore forming domain"
IPR017887,Transcription factor TCP subgroup
IPR021005,"Zinc finger, CGNR"
IPR010852,Putative stress-induced transcription regulator
IPR001122,"Capsid protein C, flavivirus"
IPR049552,"Polyketide synthase, dehydratase domain, N-terminal"
IPR005158,Bacterial transcriptional activator domain
