ann,nombre
IPR014086,Cyanuric acid hydrolase/Barbiturase
IPR001574,Ribosome-inactivating protein
IPR054302,"Large ribosomal subunit protein bL9m, C-terminal domain"
IPR014856,RNA-free ribonuclease P
IPR004321,V-D-J recombination activating protein 2
IPR007960,Taste receptor type 2
IPR041013,Allene oxide cyclase barrel-like domain
IPR025092,Glycosyl hydrolase family 66
IPR015202,"Galactose oxidase-like, Early set domain"
IPR007902,Centromere protein Chl4/mis15/CENP-N
IPR054157,"AGAO-like, N2 domain"
IPR012595,PetM of cytochrome b6/f complex subunit 7
IPR016087,Chalcone isomerase
IPR015810,"Photosynthetic reaction centre, H subunit, N-terminal"
IPR011584,Green fluorescent protein-related
IPR040552,"DNMT3, cysteine rich ADD domain, GATA1-like zinc finger"
IPR049554,"DNMT3, ADD domain, PHD zinc finger"
IPR013936,Chloroquine-resistance transporter-like
IPR049397,"HTH-type transcriptional regulator EthR, C-terminal domain"
IPR012328,"Chalcone/stilbene synthase, C-terminal"
IPR001099,"Chalcone/stilbene synthase, N-terminal"
IPR001906,"Terpene synthase, N-terminal domain"
IPR005630,"Terpene synthase, metal-binding domain"
IPR000665,"Haemagglutinin/haemagglutinin-neuraminidase, paramyxovirus"
IPR004197,"Cellulase, Ig-like domain"
IPR031636,"Protein kinase G, tetratricopeptide repeat containing domain"
IPR032500,"Spike glycoprotein S1, N-terminal domain, betacoronavirus-like"
IPR043607,"Coronavirus spike glycoprotein S1, C-terminal"
IPR002552,"Spike glycoprotein S2, coronavirus"
IPR018548,"Spike (S) protein S1 subunit, receptor-binding domain, betacoronavirus"
IPR000392,NifH/frxC family
IPR002597,Herpesvirus major envelope glycoprotein
IPR001334,E6 early regulatory protein
IPR000083,"Fibronectin, type I"
IPR025863,Choline sulfatase enzyme C-terminal domain
IPR000328,Retroviral envelope protein GP41-like
IPR040601,"tRNA methyltransferase 5a/b, N-terminal"
IPR004860,"Homing endonuclease, LAGLIDADG domain"
IPR032049,"E3 ubiquitin-protein ligase Msl2, CXC domain"
IPR000726,"Glycoside hydrolase, family 19, catalytic"
IPR001002,"Chitin-binding, type 1"
IPR049426,"Acyl-CoA dehydrogenase-like, C-terminal domain"
IPR005546,Autotransporter beta-domain
IPR053857,"CRISPR system endoribonuclease Csx1, CARF domain"
IPR019016,"CRISPR system endoribonuclease Csx1-like, HEPN domain"
IPR040718,"LnmK, N-terminal"
IPR048417,"Distal tail protein pb9, A domain, N-terminal"
IPR048416,"Distal tail protein pb9, A domain, C-terminal"
IPR048415,"Distal tail protein pb9, B domain"
IPR025155,WxxW domain
IPR020972,"Dermonecrotic/RTX toxin, membrane localization domain"
IPR012290,"Fibrinogen, alpha/beta/gamma chain, coiled coil domain"
IPR004993,GH3 family
IPR054120,"Penicillin binding protein A, dimerisation domain"
IPR015254,N-glycosylase/DNA lyase-like
IPR009522,"Nucleocapsid, Phlebovirus/Tenuivirus"
IPR040846,"ORF 12 gene product, N-terminal"
IPR000026,Guanine-specific ribonuclease N1-like
IPR018330,RecT family
IPR001218,"Nucleocapsid protein, coronavirus"
IPR013191,"Glycosyl hydrolase family 98, central domain"
IPR013190,"Glycosyl hydrolase family 98, C-terminal"
IPR000066,"Antenna complex, alpha/beta subunit"
IPR017574,CRISPR-associated protein Cas7/Csc2
IPR032037,Methylmalonic aciduria and homocystinuria type C family
IPR015171,"Cyclomaltodextrinase, N-terminal"
IPR019492,"Cyclo-malto-dextrinase, C-terminal"
IPR019070,Type II restriction endonuclease SinI
IPR000696,"Peptidase A6, nodavirus coat protein"
IPR015281,"DNA beta-glucosyltransferase, bacteriophage"
IPR010495,Haem-binding HasA
IPR033123,Glycosyl hydrolases family 11 (GH11) domain
IPR003189,"Shiga-like toxin, beta subunit"
IPR001811,Chemokine interleukin-8-like domain
IPR049539,Spore photoproduct lyase
IPR053972,"CofB, C-terminal domain"
IPR048688,"CofB-like, pilin domain"
IPR053971,"CofB-like, beta-repeat domain"
IPR004928,"Photosystem I PsaH, reaction centre subunit VI"
IPR005087,Carbohydrate binding module family 11
IPR045581,"DNA-dependent protein kinase catalytic subunit, CC5"
IPR046803,"DNA-dependent protein kinase catalytic subunit, CC1/2"
IPR046843,"LonB, AAA+ ATPase LID domain, archaeal-type"
IPR000978,"Adenoviral fibre protein, knob"
IPR054491,"Mannosylglycerate hydrolase MGH1-like, glycoside hydrolase domain"
IPR000484,"Photosynthetic reaction centre, L/M"
IPR041219,Phage tail lysozyme
IPR003696,Carbamoyltransferase
IPR031730,"Carbamoyltransferase, C-terminal"
IPR040926,"Cellular tumor antigen p53, transactivation domain 2"
IPR013787,"S100/CaBP-9k-type, calcium binding, subdomain"
IPR013872,p53 transactivation domain
IPR022819,Poxvirus Bcl-2-like
IPR032784,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase, middle domain"
IPR029124,"RNA-directed RNA polymerase L, N-terminal"
IPR006905,Flavin-dependent halogenase
IPR010932,"Large T antigen, polyomavirus, C-terminal"
IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus"
IPR031728,"Beta-glucuronidase, C-terminal"
IPR006170,Pheromone/general odorant binding protein
IPR049486,"Flavivridae NS3 helicase, C-terminal helical domain"
IPR005064,Bordetella uptake gene
IPR040968,"Ezh2, MCSS domain, fungal"
IPR040595,"EZH2, N-terminal domain"
IPR048360,"Ezh2-like, preSET CXC domain, fungi"
IPR005056,Pneumovirus matrix protein
IPR013396,"CRISPR-associated endoribonuclease Cas6/Csy4, subtype I-F/YPEST"
IPR054763,"Argonaute, middle domain"
IPR040895,"Argonaute, PAZ domain"
IPR054764,"Argonaute, N-terminal domain, thermus"
IPR020169,"Intrinsic membrane protein family, PufX"
IPR009318,Gustatory receptor
IPR000416,"Haemagglutinin outer capsid protein VP4, concanavalin-like domain"
IPR015152,"Growth hormone/erythropoietin receptor, ligand binding"
IPR022569,"Ferredoxin, C-terminal"
IPR032506,"N-sulphoglucosamine sulphohydrolase, C-terminal"
IPR019482,"Interleukin-12 beta, central domain"
IPR032237,"CRISPR-associated endonuclease Cas9, PAM-interacting domain"
IPR032240,"CRISPR-associated endonuclease Cas9, REC lobe"
IPR032239,"CRISPR-associated endonuclease Cas9, bridge helix"
IPR010525,Auxin response factor domain
IPR003340,B3 DNA binding domain
IPR040775,"Tail spike TSP1/Gp66, N-terminal domain"
IPR025725,"E3 ubiquitin-protein ligase SopA-like, catalytic domain"
IPR001385,"Rotavirus A/C, major capsid protein VP6"
IPR000427,"Papillomavirus E2, C-terminal"
IPR021654,Histone-lysine N-methyltransferase EZH1/EZH2
IPR006574,SPRY-associated
IPR009320,Antitoxin CbeA
IPR022612,Long-chain fatty aldehyde decarbonylase
IPR041257,Adenomatous polyposis coli (APC) repeat
IPR001297,Phycobilisome linker domain
IPR003673,CoA-transferase family III
IPR003122,"Chemotaxis methyl-accepting receptor Tar-related, ligand-binding"
IPR048767,"Sortin nexin 17/31, FERM domain, F2 lobe"
IPR000674,"Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead"
IPR046867,"Aldehyde oxidase/xanthine dehydrogenase, second molybdopterin binding domain"
IPR008274,"Aldehyde oxidase/xanthine dehydrogenase, first molybdopterin binding domain"
IPR002888,[2Fe-2S]-binding
IPR002346,"Molybdopterin dehydrogenase, FAD-binding"
IPR005107,"CO dehydrogenase flavoprotein, C-terminal"
IPR003430,Propane/methane/phenol/toluene hydroxylase
IPR007029,YHS domain
IPR015371,"Endonuclease VIII-like 1, DNA binding"
IPR001343,RTX calcium-binding nonapeptide repeat
IPR013858,"Peptidase M10 serralysin, C-terminal"
IPR012475,Fucose-specific lectin
IPR003181,Large coat protein
IPR002729,CRISPR-associated protein Cas1
IPR002160,"Proteinase inhibitor I3, Kunitz legume"
IPR041447,Mannosidase Ig/CBM-like domain
IPR037664,"BldD, C-terminal"
IPR020115,Anti-sigma-F factor Fin
IPR011662,"Secretin/TonB, short N-terminal domain"
IPR006482,"CRISPR-associated protein Cas7, subtype I-B/I-C"
IPR040756,"Peptidase M61, N-terminal domain"
IPR007963,"Peptidase M61, catalytic domain"
IPR041662,SusD-like 2
IPR010991,"p53, tetramerisation domain"
IPR032837,Glycerol-1-phosphate dehydrogenase
IPR039396,"Deltex, C-terminal"
IPR031634,"Protein kinase G, rubredoxin domain"
IPR048933,"Metallo-beta-lactamase-like, C-terminal domain"
IPR010551,"Glucose-6-phosphate isomerase, prokaryote"
IPR004185,"Glycoside hydrolase, family 13, N-terminal Ig-like domain"
IPR018576,"Restriction endonuclease, type II, Pab1"
IPR035329,Rotavirus VP4 helical domain
IPR035330,"Rotavirus VP4, membrane interaction domain"
IPR010408,"Haemagglutinin-esterase glycoprotein, infectious salmon anaemia virus-type"
IPR005238,ComB-like
IPR041263,"Gasdermin, PUB domain"
IPR025331,Tuberculosis necrotizing toxin
IPR000937,"Icosahedral viral capsid protein, S domain"
IPR001554,"Glycoside hydrolase, family 14"
IPR019477,"Rhodopsin, N-terminal"
IPR023412,Ribonuclease A-domain
IPR013081,"Photosystem II cytochrome b559, N-terminal"
IPR013082,"Photosystem II cytochrome b559, alpha subunit, lumenal region"
IPR048843,"Complement component 5, CUB domain"
IPR022031,"Telomere-associated protein Rif1, N-terminal"
IPR024564,"Nitrogenase molybdenum-iron protein beta chain, N-terminal"
IPR049531,Antifreeze protein repeat
IPR041003,"EXOG, C-terminal"
IPR004202,Cytochrome c oxidase subunit VIIc
IPR040880,Domain of unknown function DUF5604
IPR002186,Neocarzinostatin family
IPR033390,3'-5' exoribonuclease Rv2179c-like domain
IPR000263,Geminivirus AR1/BR1 coat protein
IPR007322,"RNA-dependent RNA polymerase, bunyaviral"
IPR048547,"RNA-directed RNA polymerase L, thumb ring domain, bunyaviral"
IPR001003,"MHC class II, alpha chain, N-terminal"
IPR011628,Cleaved adhesin
IPR040887,"Aldos-2-ulose dehydratase/isomerase (AUDH), Cupin domain"
IPR054583,"Aldos-2-ulose dehydratase, beta-propeller domain"
IPR004601,UV-endonuclease UvdE
IPR003251,"Rubrerythrin, diiron-binding domain"
IPR054754,U8 snoRNA-decapping enzyme NudT16
IPR055068,"Coat protein, P (projecting) domain"
IPR029426,"FAM86, N-terminal"
IPR013100,"Limonene-1,2-epoxide hydrolase"
IPR040932,"Csm4, C-terminal"
IPR016053,Haem oxygenase-like
IPR001916,"Glycoside hydrolase, family 22"
IPR041618,Polyketide synthase dimerisation element domain
IPR048423,"Oxidoreductase DRL-like, catalytic domain"
IPR053980,"Type ISP restriction-modification enzyme, coupler domain"
IPR035084,"Nucleocapsid, C-terminal, Arenaviridae"
IPR048330,"PcRGLX/YetA-like, central beta-sandwich domain"
IPR048331,PcRGLX/YetA-like protein C-terminal alpha/alpha toroid domain
IPR048329,"PcRGLX/YetA-like, N-terminal RIFT barrel domain"
IPR018154,TLV/ENV coat polyprotein
IPR041514,"Proline utilization A, N-terminal"
IPR002703,Levivirus coat protein
IPR054712,CRISPR-associated nuclease/helicase Cas3 domain
IPR006483,"CRISPR-associated Cas3-type, HD domain"
IPR040882,"Cas12a, nuclease domain"
IPR053993,"Cas12a, PI domain"
IPR054116,"Cas12a, REC2 domain"
IPR040787,"Cas12a, REC1 domain"
IPR040852,"Cas12a, RuvC nuclease domain"
IPR008798,Avirulence B/C
IPR041267,"NACHT, LRR and PYD domains-containing protein, helical domain HD2"
IPR007111,NACHT nucleoside triphosphatase
IPR041075,"NOD1/2, winged helix domain"
IPR005626,"Recombinase Flp protein, C-terminal"
IPR022647,"Recombinase Flp protein, N-terminal"
IPR015307,"Restriction endonuclease, type II, HincII"
IPR001592,Potyvirus coat protein
IPR046869,"SLM1/RGC1-like, PH domain"
IPR022416,"Prion/Doppel protein, beta-ribbon domain"
IPR049444,"TetR/AcrR transcriptional repressor, C-terminal domain"
IPR000490,Glycoside hydrolase family 17
IPR000975,Interleukin-1 family
IPR045623,"LigXa-like, C-terminal domain"
IPR011635,CARDB domain
IPR002022,Pectate lyase
IPR000562,Fibronectin type II domain
IPR011110,Two component regulator propeller
IPR011123,Two component regulator three Y
IPR054367,"Oxo-glucose-6-phosphate:glutamate aminotransferase, N-terminal domain"
IPR049166,"Glycosyl hydrolases family 39, N-terminal catalytic domain"
IPR049167,"Alpha-L-iduronidase, C-terminal domain"
IPR031538,Tryptophan RNA-binding attenuator protein inhibitory protein
IPR027383,Putative zinc-finger
IPR000294,Gamma-carboxyglutamic acid-rich (GLA) domain
IPR032095,"Saccharopine dehydrogenase-like, C-terminal"
IPR025931,TaqI-like C-terminal specificity domain
IPR054337,"Outer membrane cytochrome MtrC/MtrF-like, domains II/IV"
IPR054334,"Decaheme cytochrome c component MtrC/MtrF, domain I"
IPR032001,SAWADEE domain
IPR009469,"RNA-dependent RNA polymerase, N-terminal, coronavirus"
IPR018992,Thrombin light chain
IPR003431,Beta propeller phytase
IPR049327,"Autotransproter heptosyltransferase TibC/BAHTCr-like, N-terminal domain"
IPR049018,"Beta-N-acetylglucosaminidase, C-terminal domain"
IPR004134,"Peptidase C1B, bleomycin hydrolase"
IPR031640,"Glucose dehydrogenase, C-terminal"
IPR015055,STIV B116-like
IPR015237,"Alpha-amylase C-terminal, prokaryotic"
IPR015378,"Transposase-like, Mu, C-terminal"
IPR003245,Phytocyanin domain
IPR003498,"Probable DNA packing protein, C-terminal"
IPR004005,Calicivirus coat protein
IPR004173,3H domain
IPR045603,"QcrA subunit, N-terminal"
IPR054127,"Pcf11, C-terminal domain"
IPR054071,"Neurofibromin, PH domain-like"
IPR025898,"Tc3 transposase, DNA binding domain"
IPR009451,Amine dehydrogenase heavy chain
IPR000601,PKD domain
IPR048302,"Endonuclease NucS, N-terminal PH-like domain"
IPR048301,"Endonuclease NucS, C-terminal domain"
IPR055025,"ToxT, N-terminal cupin-like domain"
IPR000250,Peptidase G1
IPR015295,Carbohydrate binding module 27
IPR049037,"CDP-alcohol phosphatidyltransferase AF_2299-like, N-terminal domain"
IPR016140,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR040619,"Cas9, alpha-helical lobe domain"
IPR024048,"von Hippel-Lindau disease tumour suppressor, alpha domain"
IPR048858,"Oligosaccharyl transferase, peripheral 1 domain"
IPR041152,"Oligosaccharyltransferase, peripheral 2 domain"
IPR041530,Oligosaccharyltransferase insert domain
IPR039530,"RNA-directed RNA polymerase L methyltransferase domain, rhabdovirus"
IPR012884,Excisionase-like
IPR045567,"CofH/MqnC-like, C-terminal domain"
IPR048867,"Origin recognition complex subunit 1, C-terminal winged HTH domain"
IPR012480,"Heparinase II/III-like, C-terminal"
IPR040925,"Heparinase II, C-terminal"
IPR010300,Cysteine dioxygenase type I
IPR032507,"BT1760-like, C-terminal domain"
IPR027815,"CSC1/OSCA1-like, cytosolic domain"
IPR032880,"CSC1/OSCA1-like, N-terminal transmembrane domain"
IPR000170,High potential iron-sulphur protein
IPR008464,"Cypovirus polyhedrin, Cypovirus 1 type"
IPR054560,"Metapyrocatechase-like, N-terminal domain"
IPR015345,"Cytokinin dehydrogenase 1, FAD/cytokinin binding domain"
IPR002588,Alphavirus-like methyltransferase domain
IPR003709,Peptidase M15B
IPR044037,"FANCL, UBC-like domain 3"
IPR019162,"Fanconi anemia complex, subunit FancL, WD-repeat containing domain"
IPR043898,"FANCL, UBC-like domain 2"
IPR026850,FANCL C-terminal domain
IPR040838,"SabA, N-terminal extracellular adhesion domain"
IPR048460,"Dermonecrotic toxin, C3 domain"
IPR048461,"Dermonecrotic toxin-like, C2 domain"
IPR040881,"Urease subunit beta-alpha, linker domain"
IPR005167,Bunyavirus glycoprotein G1
IPR021828,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase, domain N/S"
IPR049171,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase, C-terminal"
IPR048306,"Rotavirus non-structural protein 35, C-terminal domain"
IPR048573,"Rotavirus non-structural protein 35, N-terminal domain"
IPR054304,"Dark, CARD domain"
IPR054042,"Dark, winged-helix domain"
IPR006135,Type III secretion system substrate exporter
IPR041044,"Nuclear polyadenylated RNA-binding 2 protein, CCCH zinc finger 1"
IPR048410,"RNA-binding, Nab2-type zinc finger"
IPR009159,"Dihydrofolate reductase, type II"
IPR009461,"Non-structural protein NSP16, coronavirus-like"
IPR003178,"Methyl-coenzyme M reductase, gamma subunit"
IPR018964,"Bacteriophage phiJL001, Gp84, C-terminal"
IPR019228,"Bacteriophage phiJL001, Gp84, N-terminal"
IPR008391,Acetyl xylan esterase domain
IPR054579,4-O-methyl-glucuronoyl methylesterase-like domain
IPR001963,Glycoprotein VP7
IPR004834,Fungal chitin synthase
IPR013616,Chitin synthase N-terminal
IPR003743,C4-type zinc ribbon domain
IPR006985,Receptor activity modifying protein
IPR041150,Chromodomain helicase DNA-binding domain
IPR029140,"Minor fimbrium subunit Mfa1, C-terminal"
IPR003183,"Methyl-coenzyme M reductase, alpha subunit, N-terminal"
IPR009047,"Methyl-coenzyme M reductase, alpha subunit, C-terminal"
IPR022765,"Dna2/Cas4, domain of unknown function DUF83"
IPR001535,Arenavirus glycoprotein
IPR012429,"Heparan-alpha-glucosaminide N-acetyltransferase, catalytic domain"
IPR045381,"Brassinosteroid receptor BRI1, island domain"
IPR017448,SRCR-like domain
IPR028991,"D-lysine 5,6-aminomutase beta subunit KamE, N-terminal"
IPR001471,AP2/ERF domain
IPR005593,Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase
IPR018969,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, C-terminal"
IPR018970,"Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal"
IPR049433,"Virion DNA-directed RNA polymerase, plug insertion domain"
IPR054062,Virion DNA-directed RNA polymerase domain 2
IPR053805,"Bacteriophage N4 RNA polymerase, helical domain"
IPR049432,Virion DNA-directed RNA polymerase domain
IPR015276,"Cholecystokinin A receptor, N-terminal"
IPR041251,"SAGA-associated factor 73, zinc finger domain"
IPR032750,"Transposon Tn7 transposition protein TnsD, C-terminal"
IPR009492,TniQ
IPR015170,"Protein of unknown function DUF1924, Cytochrome c-type protein SHP-like"
IPR014822,"Non-structural protein NSP9, coronavirus"
IPR053955,"Csm6, CARF domain"
IPR053941,"Csm6, HEPN domain"
IPR048694,"CRISPR RNA silencing complex Cmr2 subunit, first helical domain"
IPR024615,"CRISPR-associated protein Cmr2, N-terminal"
IPR048690,"CRISPR RNA silencing complex Cmr2 subunit, Zn-binding domain"
IPR029010,ThuA-like domain
IPR007826,Photosystem II PsbM
IPR021079,"Methanol-cobalamin methyltransferase, B subunit"
IPR008701,Necrosis inducing protein
IPR048439,"DPAGT1, insertion domain"
IPR001835,"Heat-labile enterotoxin, B chain"
IPR019154,Arb2-like domain
IPR010152,CRISPR-associated protein Cas2 subtype
IPR041371,Glycosyl hydrolase family 92 N-terminal domain
IPR012939,Glycosyl hydrolase family 92
IPR002847,Coenzyme F420:L-glutamate ligase-like domain
IPR042371,Z-binding domain
IPR025388,Alginate export domain
IPR003813,F420-non-reducing hydrogenase iron-sulfur subunit D
IPR040542,HMW1 domain 2
IPR041109,HMW1C N-terminal
