target_id,score,druggable,de_la_especie
237958,0.9333333333333332,0,False
180433,0.9316473782094075,0,False
11209,0.9301528819052184,0,False
337315,0.9264705882352942,0,False
340798,0.9264705882352942,0,False
26396,0.9264705882352942,0,False
254254,0.9264705882352942,0,False
248239,0.9264705882352942,0,False
194909,0.9264705882352942,0,False
66751,0.9264705882352942,0,False
157810,0.9264705882352942,0,False
373791,0.9264705882352942,0,False
380649,0.9264705882352942,0,False
337466,0.9264705882352942,0,False
94021,0.9264705882352942,0,False
397030,0.9264705882352942,0,False
200519,0.9264705882352942,0,False
389504,0.9264705882352942,0,False
28402,0.9264705882352942,0,False
234397,0.9264705882352942,0,False
36171,0.9264705882352942,0,False
341863,0.9264705882352942,0,False
46513,0.9264705882352942,0,False
354355,0.9264705882352942,0,False
273412,0.9264705882352942,0,False
246077,0.9264705882352942,0,False
334153,0.9264705882352942,0,False
235126,0.9264705882352942,0,False
279719,0.9264705882352942,0,False
168766,0.9264705882352942,0,False
386220,0.9264705882352942,0,False
201334,0.9264705882352942,0,False
14936,0.9264705882352942,0,False
120318,0.9264705882352942,0,False
27003,0.9252310001472681,0,False
380264,0.924731182795699,0,False
137829,0.924731182795699,0,False
329846,0.924731182795699,0,False
6784,0.924731182795699,0,False
250758,0.924731182795699,0,False
156722,0.924731182795699,0,False
325715,0.924731182795699,0,False
357739,0.924731182795699,0,False
337797,0.924731182795699,0,False
172098,0.924731182795699,0,False
295485,0.924731182795699,0,False
357330,0.924731182795699,0,False
208141,0.924731182795699,0,False
296158,0.924731182795699,0,False
60528,0.924731182795699,0,False
142231,0.924731182795699,0,False
189206,0.924731182795699,0,False
301114,0.924731182795699,0,False
292185,0.924731182795699,0,False
357742,0.924731182795699,0,False
321069,0.924731182795699,0,False
280156,0.924731182795699,0,False
364669,0.924731182795699,0,False
280565,0.924731182795699,0,False
387083,0.924731182795699,0,False
217788,0.924731182795699,0,False
119956,0.924731182795699,0,False
133382,0.924731182795699,0,False
115807,0.924731182795699,0,False
202944,0.924731182795699,0,False
243488,0.924731182795699,0,False
202506,0.924731182795699,0,False
335298,0.924731182795699,0,False
215226,0.924731182795699,0,False
69627,0.924731182795699,0,False
281195,0.924731182795699,0,False
389066,0.924731182795699,0,False
308464,0.924731182795699,0,False
360670,0.924731182795699,0,False
73630,0.924731182795699,0,False
288236,0.924731182795699,0,False
78383,0.924731182795699,0,False
103447,0.924731182795699,0,False
